C1,L1,Rp,Wn,Wn5,Wn6,Wvar,OscillationFrequency,PowerConsumption,OutputPower,PhaseNoise,TuningRange
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,3.2e-06,4e-06,3440000000.0,0.00671,17.97,-96.16,266000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,3.2e-06,3e-06,3570000000.0,0.00671,18.11,-99.88,218000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,3.2e-06,3.5e-06,3500000000.0,0.00671,18.04,-97.41,235000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,3.2e-06,4.5e-06,3370000000.0,0.00671,17.93,-93.75,286000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,3.2e-06,5e-06,3320000000.0,0.00671,17.86,-100.0,294000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,2.4e-06,4e-06,3470000000.0,0.00517,17.74,-101.0,6670000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,2.4e-06,3e-06,3610000000.0,0.00517,17.87,-97.93,225000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,2.4e-06,3.5e-06,3530000000.0,0.00517,17.8,-100.1,247000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,2.4e-06,4.5e-06,3410000000.0,0.00517,17.68,-101.4,281000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,2.4e-06,5e-06,3350000000.0,0.00517,17.62,-99.18,309000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,4e-06,4e-06,3400000000.0,0.0082,18.15,-93.67,254000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,4e-06,3e-06,3540000000.0,0.0082,18.31,-93.65,207000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,4e-06,3.5e-06,3470000000.0,0.0082,18.24,-93.75,234000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,4e-06,4.5e-06,3340000000.0,0.0082,18.12,-96.11,270000000.0
2e-13,4e-09,4000.0,1.6e-06,1.1e-05,4e-06,5e-06,3280000000.0,0.0082,18.07,-97.98,283000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,3.2e-06,4e-06,3440000000.0,0.00625,17.9,-99.45,264000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,3.2e-06,3e-06,3580000000.0,0.00625,18.02,-97.2,218000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,3.2e-06,3.5e-06,3510000000.0,0.00625,17.97,-96.94,236000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,3.2e-06,4.5e-06,3380000000.0,0.00625,17.85,-101.6,274000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,3.2e-06,5e-06,3320000000.0,0.00625,17.79,-99.7,298000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,2.4e-06,4e-06,3470000000.0,0.00482,17.66,-104.0,274000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,2.4e-06,3e-06,3610000000.0,0.00482,17.79,-96.62,220000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,2.4e-06,3.5e-06,3540000000.0,0.00482,17.72,-100.5,248000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,2.4e-06,4.5e-06,3410000000.0,0.00482,17.59,-101.5,297000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,2.4e-06,5e-06,3350000000.0,0.00482,17.54,-96.58,312000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,4e-06,4e-06,3410000000.0,0.00764,18.08,-89.69,257000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,4e-06,3e-06,3550000000.0,0.00764,18.21,-94.93,205000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,4e-06,3.5e-06,3480000000.0,0.00764,18.15,-94.94,237000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,4e-06,4.5e-06,3350000000.0,0.00764,18.02,-96.96,280000000.0
2e-13,4e-09,4000.0,1.6e-06,1.2e-05,4e-06,5e-06,3290000000.0,0.00764,17.97,-93.08,292000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,3.2e-06,4e-06,3220000000.0,0.00688,17.9,-98.34,222000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,3.2e-06,3e-06,3330000000.0,0.00688,18.01,-97.4,189000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,3.2e-06,3.5e-06,3270000000.0,0.00688,17.95,-98.03,205000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,3.2e-06,4.5e-06,3170000000.0,0.00688,17.85,-96.86,245000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,3.2e-06,5e-06,3120000000.0,0.00688,17.8,-98.86,252000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,2.4e-06,4e-06,3250000000.0,0.00529,17.67,-99.16,227000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,2.4e-06,3e-06,3360000000.0,0.00529,17.78,-99.71,180000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,2.4e-06,3.5e-06,3300000000.0,0.00529,17.72,-93.2,203000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,2.4e-06,4.5e-06,3200000000.0,0.00529,17.62,-91.72,244000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,2.4e-06,5e-06,3150000000.0,0.00529,17.56,-99.67,256000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,4e-06,4e-06,3190000000.0,0.00845,18.1,-94.69,202000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,4e-06,3e-06,3310000000.0,0.00845,18.22,-94.52,178000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,4e-06,3.5e-06,3250000000.0,0.00845,18.14,-94.89,201000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,4e-06,4.5e-06,3140000000.0,0.00845,18.03,-95.48,229000000.0
2e-13,4e-09,4000.0,2.4e-06,1.1e-05,4e-06,5e-06,3090000000.0,0.00845,17.99,-94.95,254000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,3.2e-06,4e-06,3220000000.0,0.00642,17.82,-98.98,221000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,3.2e-06,3e-06,3340000000.0,0.00642,17.95,-97.37,176000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,3.2e-06,3.5e-06,3280000000.0,0.00642,17.89,-98.36,209000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,3.2e-06,4.5e-06,3170000000.0,0.00642,17.78,-100.9,237000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,3.2e-06,5e-06,3120000000.0,0.00642,17.74,-105.5,254000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,2.4e-06,4e-06,3250000000.0,0.00493,17.59,-101.4,227000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,2.4e-06,3e-06,3370000000.0,0.00493,17.71,-99.64,188000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,2.4e-06,3.5e-06,3310000000.0,0.00493,17.64,-102.3,209000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,2.4e-06,4.5e-06,3200000000.0,0.00493,17.54,-100.4,247000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,2.4e-06,5e-06,3150000000.0,0.00493,17.48,-98.04,261000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,4e-06,4e-06,3200000000.0,0.00787,18.03,-95.45,208000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,4e-06,3e-06,3310000000.0,0.00787,18.12,-95.8,181000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,4e-06,3.5e-06,3250000000.0,0.00787,18.07,-97.48,205000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,4e-06,4.5e-06,3150000000.0,0.00787,17.97,-95.27,221000000.0
2e-13,4e-09,4000.0,2.4e-06,1.2e-05,4e-06,5e-06,3100000000.0,0.00787,17.9,-94.61,244000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,3.2e-06,4e-06,3130000000.0,0.00694,17.88,-97.1,198000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,3.2e-06,3e-06,3230000000.0,0.00694,17.98,-96.23,168000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,3.2e-06,3.5e-06,3180000000.0,0.00694,17.93,-96.97,181000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,3.2e-06,4.5e-06,3080000000.0,0.00694,17.83,-97.4,215000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,3.2e-06,5e-06,3030000000.0,0.00694,17.78,-96.91,228000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,2.4e-06,4e-06,3150000000.0,0.00533,17.63,-102.7,210000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,2.4e-06,3e-06,3260000000.0,0.00533,17.75,-99.45,169000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,2.4e-06,3.5e-06,3210000000.0,0.00533,17.69,-101.7,196000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,2.4e-06,4.5e-06,3110000000.0,0.00533,17.59,-98.32,223000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,2.4e-06,5e-06,3060000000.0,0.00533,17.54,-98.25,238000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,4e-06,4e-06,3100000000.0,0.00853,18.05,-94.6,202000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,4e-06,3e-06,3210000000.0,0.00853,18.18,-94.36,161000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,4e-06,3.5e-06,3150000000.0,0.00853,18.11,-94.34,180000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,4e-06,4.5e-06,3050000000.0,0.00853,18.02,-94.52,204000000.0
2e-13,4e-09,4000.0,2.8e-06,1.1e-05,4e-06,5e-06,3000000000.0,0.00853,17.97,-94.97,218000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,3.2e-06,4e-06,3130000000.0,0.00647,17.8,-97.89,197000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,3.2e-06,3e-06,3240000000.0,0.00647,17.9,-97.33,171000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,3.2e-06,3.5e-06,3180000000.0,0.00647,17.85,-98.3,192000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,3.2e-06,4.5e-06,3080000000.0,0.00647,17.74,-98.04,215000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,3.2e-06,5e-06,3040000000.0,0.00647,17.71,-97.07,233000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,2.4e-06,4e-06,3160000000.0,0.00497,17.56,-100.5,211000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,2.4e-06,3e-06,3260000000.0,0.00497,17.67,-100.1,175000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,2.4e-06,3.5e-06,3210000000.0,0.00497,17.62,-100.8,188000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,2.4e-06,4.5e-06,3110000000.0,0.00497,17.51,-99.5,221000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,2.4e-06,5e-06,3070000000.0,0.00497,17.47,-101.8,244000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,4e-06,4e-06,3110000000.0,0.00795,17.97,-95.93,200000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,4e-06,3e-06,3210000000.0,0.00795,18.1,-92.17,163000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,4e-06,3.5e-06,3160000000.0,0.00795,18.04,-95.96,181000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,4e-06,4.5e-06,3060000000.0,0.00795,17.92,-95.86,221000000.0
2e-13,4e-09,4000.0,2.8e-06,1.2e-05,4e-06,5e-06,3010000000.0,0.00795,17.89,-96.06,224000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,3.2e-06,4e-06,4780000000.0,0.00681,17.38,-95.38,361000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,3.2e-06,3e-06,4960000000.0,0.00681,17.51,-95.41,302000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,3.2e-06,3.5e-06,4870000000.0,0.00681,17.44,-95.33,342000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,3.2e-06,4.5e-06,4700000000.0,0.00681,17.33,-91.3,383000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,3.2e-06,5e-06,4620000000.0,0.00681,17.27,-103.9,410000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,2.4e-06,4e-06,4820000000.0,0.00524,16.97,-95.1,381000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,2.4e-06,3e-06,4990000000.0,0.00524,17.1,-98.74,311000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,2.4e-06,3.5e-06,4900000000.0,0.00524,17.03,-97.38,354000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,2.4e-06,4.5e-06,4730000000.0,0.00524,16.92,-106.6,406000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,2.4e-06,5e-06,4660000000.0,0.00524,16.86,-101.9,436000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,4e-06,4e-06,4760000000.0,0.00835,17.66,-92.44,335000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,4e-06,3e-06,4940000000.0,0.00835,17.77,-95.81,296000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,4e-06,3.5e-06,4850000000.0,0.00835,17.7,-96.93,327000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,4e-06,4.5e-06,4680000000.0,0.00835,17.6,-97.66,365000000.0
2e-13,2e-09,1000.0,2e-06,1.1e-05,4e-06,5e-06,4600000000.0,0.00835,17.56,-93.62,406000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,3.2e-06,4e-06,4790000000.0,0.00635,17.27,-90.86,376000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,3.2e-06,3e-06,4970000000.0,0.00635,17.39,-103.6,298000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,3.2e-06,3.5e-06,4880000000.0,0.00635,17.33,-99.82,330000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,3.2e-06,4.5e-06,4710000000.0,0.00635,17.21,-95.99,401000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,3.2e-06,5e-06,4630000000.0,0.00635,17.16,-96.9,414000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,2.4e-06,4e-06,4820000000.0,0.00488,16.83,-95.57,391000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,2.4e-06,3e-06,5000000000.0,0.00488,16.96,-95.12,331000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,2.4e-06,3.5e-06,4910000000.0,0.00488,16.9,-93.94,363000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,2.4e-06,4.5e-06,4740000000.0,0.00488,16.78,-82.15,426000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,2.4e-06,5e-06,4660000000.0,0.00488,16.72,-99.36,442000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,4e-06,4e-06,4770000000.0,0.00778,17.55,-95.23,355000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,4e-06,3e-06,4950000000.0,0.00778,17.68,-93.24,284000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,4e-06,3.5e-06,4850000000.0,0.00778,17.61,-94.93,320000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,4e-06,4.5e-06,4680000000.0,0.00778,17.5,-94.72,387000000.0
2e-13,2e-09,1000.0,2e-06,1.2e-05,4e-06,5e-06,4600000000.0,0.00778,17.44,-100.3,391000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,3.2e-06,4e-06,5140000000.0,0.00656,17.38,-105.5,445000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,3.2e-06,3e-06,5360000000.0,0.00656,17.52,-98.97,383000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,3.2e-06,3.5e-06,5250000000.0,0.00656,17.45,-104.0,417000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,3.2e-06,4.5e-06,5040000000.0,0.00656,17.33,-73.02,486000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,3.2e-06,5e-06,4940000000.0,0.00656,17.27,-88.83,515000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,4e-06,5170000000.0,0.00508,16.95,-99.77,480000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,3e-06,5390000000.0,0.00508,17.09,-94.32,402000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,3.5e-06,5280000000.0,0.00508,17.02,-95.87,455000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,4.5e-06,5070000000.0,0.00508,16.89,-90.21,521000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,5e-06,4980000000.0,0.00508,16.83,-82.72,548000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,4e-06,4e-06,5120000000.0,0.008,17.67,-93.31,432000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,4e-06,3e-06,5340000000.0,0.008,17.82,-89.65,362000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,4e-06,3.5e-06,5230000000.0,0.008,17.74,-90.49,406000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,4e-06,4.5e-06,5020000000.0,0.008,17.61,-99.42,451000000.0
2e-13,2e-09,1000.0,1.2e-06,1.1e-05,4e-06,5e-06,4920000000.0,0.008,17.56,-96.34,493000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,4e-06,5150000000.0,0.00612,17.26,-106.5,466000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,3e-06,5370000000.0,0.00612,17.4,-94.69,394000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,3.5e-06,5250000000.0,0.00612,17.33,-101.2,412000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,4.5e-06,5040000000.0,0.00612,17.2,-100.5,486000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,5e-06,4950000000.0,0.00612,17.15,-104.3,511000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,4e-06,5180000000.0,0.00473,16.8,-98.17,505000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,3e-06,5400000000.0,0.00473,16.94,-94.81,422000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,3.5e-06,5280000000.0,0.00473,16.87,-93.88,463000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,4.5e-06,5080000000.0,0.00473,16.74,-101.6,529000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,5e-06,4980000000.0,0.00473,16.68,-106.9,560000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,4e-06,4e-06,5120000000.0,0.00746,17.56,-94.19,446000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,4e-06,3.5e-06,5230000000.0,0.00746,17.63,-96.05,401000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,4e-06,4.5e-06,5020000000.0,0.00746,17.51,-89.63,454000000.0
2e-13,2e-09,1000.0,1.2e-06,1.2e-05,4e-06,5e-06,4930000000.0,0.00746,17.45,-99.96,484000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,4e-06,4950000000.0,0.00671,17.39,-106.2,400000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,3e-06,5150000000.0,0.00671,17.51,-104.1,332000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,3.5e-06,5050000000.0,0.00671,17.45,-100.9,365000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,4.5e-06,4860000000.0,0.00671,17.33,-82.91,440000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,5e-06,4770000000.0,0.00671,17.27,-91.91,466000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,4e-06,4980000000.0,0.00517,16.97,-101.9,422000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,3e-06,5180000000.0,0.00517,17.1,-95.66,364000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,3.5e-06,5080000000.0,0.00517,17.03,-90.29,393000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,4.5e-06,4890000000.0,0.00517,16.91,-97.69,458000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,5e-06,4810000000.0,0.00517,16.85,-93.58,497000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,4e-06,4e-06,4930000000.0,0.0082,17.67,-97.17,366000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,4e-06,3e-06,5130000000.0,0.0082,17.79,-95.71,314000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,4e-06,3.5e-06,5020000000.0,0.0082,17.72,-89.38,352000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,4e-06,4.5e-06,4830000000.0,0.0082,17.61,-83.76,411000000.0
2e-13,2e-09,1000.0,1.6e-06,1.1e-05,4e-06,5e-06,4750000000.0,0.0082,17.56,-90.71,447000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,4e-06,4960000000.0,0.00625,17.27,-101.7,413000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,3e-06,5160000000.0,0.00625,17.4,-82.08,342000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,3.5e-06,5050000000.0,0.00625,17.33,-104.6,374000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,4.5e-06,4860000000.0,0.00625,17.22,-95.55,431000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,5e-06,4780000000.0,0.00625,17.16,-101.7,467000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,4e-06,4990000000.0,0.00482,16.82,-93.32,443000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,3e-06,5190000000.0,0.00482,16.95,-99.29,360000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,3.5e-06,5080000000.0,0.00482,16.89,-87.49,398000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,4.5e-06,4900000000.0,0.00482,16.76,-82.01,469000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,5e-06,4810000000.0,0.00482,16.71,-99.13,493000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,4e-06,4e-06,4930000000.0,0.00764,17.57,-95.96,379000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,4e-06,3e-06,5130000000.0,0.00764,17.69,-95.38,322000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,4e-06,3.5e-06,5030000000.0,0.00764,17.63,-99.42,349000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,4e-06,4.5e-06,4840000000.0,0.00764,17.5,-92.43,415000000.0
2e-13,2e-09,1000.0,1.6e-06,1.2e-05,4e-06,5e-06,4760000000.0,0.00764,17.46,-93.52,441000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,4e-06,4630000000.0,0.00688,17.36,-99.81,324000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,3e-06,4800000000.0,0.00688,17.48,-106.9,271000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,3.5e-06,4710000000.0,0.00688,17.43,-94.32,299000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,4.5e-06,4560000000.0,0.00688,17.31,-100.1,349000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,5e-06,4480000000.0,0.00688,17.26,-88.62,384000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,4e-06,4660000000.0,0.00529,16.97,-85.1,352000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,3e-06,4830000000.0,0.00529,17.09,-89.24,292000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,3.5e-06,4740000000.0,0.00529,17.02,-90.01,327000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,4.5e-06,4590000000.0,0.00529,16.92,-94.74,380000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,5e-06,4520000000.0,0.00529,16.86,-90.65,402000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,4e-06,4e-06,4610000000.0,0.00845,17.63,-96.26,319000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,4e-06,3e-06,4780000000.0,0.00845,17.74,-96.23,272000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,4e-06,3.5e-06,4690000000.0,0.00845,17.7,-91.03,281000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,4e-06,4.5e-06,4530000000.0,0.00845,17.59,-95.5,342000000.0
2e-13,2e-09,1000.0,2.4e-06,1.1e-05,4e-06,5e-06,4460000000.0,0.00845,17.54,-95.3,354000000.0
2e-13,2e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,4e-06,4640000000.0,0.00642,17.26,-93.78,326000000.0
2e-13,2e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,3e-06,4800000000.0,0.00642,17.37,-106.3,273000000.0
2e-13,2e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,3.5e-06,4720000000.0,0.00642,17.31,-96.5,310000000.0
2e-13,2e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,4.5e-06,4560000000.0,0.00642,17.21,-96.37,366000000.0
2e-13,2e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,5e-06,4490000000.0,0.00642,17.16,-95.62,384000000.0
2e-13,2e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,4e-06,4670000000.0,0.00493,16.83,-100.4,347000000.0
2e-13,2e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,3e-06,4840000000.0,0.00493,16.96,-94.29,295000000.0
2e-13,2e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,3.5e-06,4750000000.0,0.00493,16.89,-98.28,324000000.0
2e-13,2e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,4.5e-06,4600000000.0,0.00493,16.78,-100.0,376000000.0
2e-13,2e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,5e-06,4530000000.0,0.00493,16.73,-103.5,406000000.0
2e-13,2e-09,1000.0,2.4e-06,1.2e-05,4e-06,4e-06,4620000000.0,0.00787,17.54,-99.26,309000000.0
