VDD,Vgate,Wn,Rd,Bandwidth,PowerConsumption,VoltageGain
1.7,0.85,3e-06,1500,145000000.0,0.00109,10.47
1.7,0.85,3e-06,1600,138000000.0,0.00107,10.82
1.7,0.85,3e-06,1700,133000000.0,0.00105,11.14
1.7,0.85,3e-06,1800,128000000.0,0.00104,11.42
1.7,0.85,3e-06,1900,123000000.0,0.00102,11.67
1.7,0.85,3e-06,2000,119000000.0,0.001,11.89
1.7,0.85,3e-06,2100,116000000.0,0.000984,12.07
1.7,0.85,3e-06,2200,113000000.0,0.000968,12.2
1.7,0.85,3e-06,2300,111000000.0,0.000952,12.28
1.7,0.85,3e-06,2400,110000000.0,0.000936,12.28
1.7,0.85,3e-06,2500,110000000.0,0.000921,12.18
1.7,0.85,3e-06,2600,112000000.0,0.000905,11.93
1.7,0.85,3e-06,2700,115000000.0,0.000889,11.47
1.7,0.85,3e-06,2800,122000000.0,0.000872,10.74
1.7,0.85,3e-06,2900,134000000.0,0.000855,9.72
1.7,0.85,3e-06,3000,148000000.0,0.000838,8.48
1.7,0.85,4e-06,1000,211000000.0,0.0015,9.8
1.7,0.85,4e-06,500,373000000.0,0.00172,5.22
1.7,0.85,4e-06,600,318000000.0,0.00167,6.51
1.7,0.85,4e-06,700,280000000.0,0.00162,7.55
1.7,0.85,4e-06,800,251000000.0,0.00158,8.43
1.7,0.85,4e-06,900,229000000.0,0.00154,9.17
1.7,0.85,4e-06,1100,196000000.0,0.00147,10.35
1.7,0.85,4e-06,1200,184000000.0,0.00143,10.83
1.7,0.85,4e-06,1300,174000000.0,0.0014,11.24
1.7,0.85,4e-06,1400,166000000.0,0.00137,11.6
1.7,0.85,4e-06,1500,159000000.0,0.00134,11.89
1.7,0.85,4e-06,1600,153000000.0,0.00131,12.12
1.7,0.85,4e-06,1700,149000000.0,0.00128,12.26
1.7,0.85,4e-06,1800,147000000.0,0.00125,12.28
1.7,0.85,4e-06,1900,147000000.0,0.00122,12.11
1.7,0.85,4e-06,2000,152000000.0,0.00119,11.64
1.7,0.85,4e-06,2100,163000000.0,0.00116,10.72
1.7,0.85,4e-06,2200,184000000.0,0.00113,9.31
1.7,0.85,4e-06,2300,214000000.0,0.0011,7.54
1.7,0.85,4e-06,2400,248000000.0,0.00107,5.7
1.7,0.85,4e-06,2500,284000000.0,0.00104,3.99
1.7,0.85,4e-06,2600,318000000.0,0.001,2.46
1.7,0.85,4e-06,2700,349000000.0,0.000973,1.13
1.7,0.85,6e-06,1000,237000000.0,0.002,11.89
1.7,0.85,6e-06,500,396000000.0,0.00241,8.01
1.7,0.85,6e-06,600,342000000.0,0.00231,9.17
1.7,0.85,6e-06,700,304000000.0,0.00223,10.09
1.7,0.85,6e-06,800,275000000.0,0.00215,10.83
1.7,0.85,6e-06,900,254000000.0,0.00207,11.43
1.7,0.85,6e-06,1100,225000000.0,0.00194,12.2
1.7,0.85,6e-06,1200,219000000.0,0.00187,12.28
1.7,0.85,6e-06,1300,222000000.0,0.00181,11.92
1.7,0.85,6e-06,1400,245000000.0,0.00175,10.71
1.7,0.85,6e-06,1500,297000000.0,0.00168,8.42
1.7,0.85,6e-06,1600,372000000.0,0.0016,5.67
1.7,0.85,6e-06,1700,451000000.0,0.00153,3.17
1.7,0.85,6e-06,1800,523000000.0,0.00146,1.1
1.7,0.85,7e-06,1000,257000000.0,0.00221,12.29
1.7,0.85,7e-06,500,407000000.0,0.00272,9.0
1.7,0.85,7e-06,600,354000000.0,0.0026,10.09
1.7,0.85,7e-06,700,316000000.0,0.00249,10.94
1.7,0.85,7e-06,800,289000000.0,0.00239,11.6
1.7,0.85,7e-06,900,269000000.0,0.0023,12.07
1.7,0.85,7e-06,1100,257000000.0,0.00213,12.02
1.7,0.85,7e-06,1200,285000000.0,0.00204,10.7
1.7,0.85,7e-06,1300,360000000.0,0.00194,7.96
1.7,0.85,7e-06,1400,466000000.0,0.00184,4.78
1.7,0.85,7e-06,1500,570000000.0,0.00174,2.07
1.7,0.85,8e-06,1000,302000000.0,0.00239,11.62
1.7,0.85,8e-06,500,419000000.0,0.00301,9.81
1.7,0.85,8e-06,600,366000000.0,0.00286,10.83
1.7,0.85,8e-06,700,329000000.0,0.00273,11.6
1.7,0.85,8e-06,800,304000000.0,0.00261,12.12
1.7,0.85,8e-06,900,291000000.0,0.0025,12.28
1.7,0.85,8e-06,1100,367000000.0,0.00227,9.27
1.7,0.85,8e-06,1200,496000000.0,0.00214,5.66
1.7,0.85,8e-06,1300,634000000.0,0.00201,2.42
1.7,0.85,9e-06,1000,444000000.0,0.00251,8.41
1.7,0.85,9e-06,500,431000000.0,0.00328,10.48
1.7,0.85,9e-06,600,379000000.0,0.00311,11.43
1.7,0.85,9e-06,700,344000000.0,0.00296,12.07
1.7,0.85,9e-06,800,327000000.0,0.00281,12.28
1.7,0.85,9e-06,900,344000000.0,0.00267,11.43
1.7,0.85,9e-06,1100,617000000.0,0.00235,4.35
1.7,0.85,9e-06,1200,782000000.0,0.00219,1.09
1.7,0.85,1e-05,1000,706000000.0,0.00259,3.93
1.7,0.85,1e-05,500,443000000.0,0.00354,11.05
1.7,0.85,1e-05,600,393000000.0,0.00334,11.89
1.7,0.85,1e-05,700,365000000.0,0.00316,12.29
1.7,0.85,1e-05,800,376000000.0,0.00298,11.62
1.7,0.85,1e-05,900,493000000.0,0.00279,8.39
1.7,0.85,1e-05,1100,903000000.0,0.0024,0.48
1.7,0.9,5e-06,1000,233000000.0,0.00207,10.71
1.7,0.9,5e-06,500,387000000.0,0.00245,6.86
1.7,0.9,5e-06,600,334000000.0,0.00236,8.04
1.7,0.9,5e-06,700,296000000.0,0.00228,8.99
1.7,0.9,5e-06,800,268000000.0,0.00221,9.74
1.7,0.9,5e-06,900,248000000.0,0.00213,10.32
1.7,0.9,5e-06,1100,226000000.0,0.002,10.82
1.7,0.9,5e-06,1200,231000000.0,0.00193,10.33
1.7,0.9,5e-06,1300,263000000.0,0.00186,8.74
1.7,0.9,5e-06,1400,329000000.0,0.00178,5.99
1.7,0.9,5e-06,1500,412000000.0,0.00169,3.12
1.7,0.9,5e-06,1600,489000000.0,0.00161,0.69
1.7,0.9,3e-06,1000,201000000.0,0.00142,8.04
1.7,0.9,3e-06,500,362000000.0,0.00159,3.2
1.7,0.9,3e-06,600,308000000.0,0.00155,4.55
1.7,0.9,3e-06,700,269000000.0,0.00151,5.65
1.7,0.9,3e-06,800,241000000.0,0.00148,6.57
1.7,0.9,3e-06,900,218000000.0,0.00145,7.36
1.7,0.9,3e-06,1100,186000000.0,0.00139,8.63
1.7,0.9,3e-06,1200,174000000.0,0.00136,9.14
1.7,0.9,3e-06,1300,164000000.0,0.00133,9.6
1.7,0.9,3e-06,1400,156000000.0,0.00131,9.99
1.7,0.9,3e-06,1500,149000000.0,0.00128,10.32
1.7,0.9,3e-06,1600,143000000.0,0.00126,10.58
1.7,0.9,3e-06,1700,139000000.0,0.00123,10.76
1.7,0.9,3e-06,1800,136000000.0,0.00121,10.83
1.7,0.9,3e-06,1900,136000000.0,0.00118,10.72
1.7,0.9,3e-06,2000,139000000.0,0.00116,10.35
1.7,0.9,3e-06,2100,148000000.0,0.00113,9.56
1.7,0.9,3e-06,2200,164000000.0,0.00111,8.3
1.7,0.9,3e-06,2300,188000000.0,0.00108,6.64
1.7,0.9,3e-06,2400,217000000.0,0.00105,4.85
1.7,0.9,3e-06,2500,247000000.0,0.00102,3.17
1.7,0.9,3e-06,2600,275000000.0,0.000986,1.65
1.7,0.9,3e-06,2700,302000000.0,0.000957,0.32
1.7,0.9,4e-06,1000,215000000.0,0.00176,9.73
1.7,0.9,4e-06,500,374000000.0,0.00203,5.31
1.7,0.9,4e-06,600,320000000.0,0.00197,6.58
1.7,0.9,4e-06,700,282000000.0,0.00192,7.6
1.7,0.9,4e-06,800,254000000.0,0.00186,8.44
1.7,0.9,4e-06,900,232000000.0,0.00181,9.15
1.7,0.9,4e-06,1100,201000000.0,0.00172,10.22
1.7,0.9,4e-06,1200,191000000.0,0.00167,10.58
1.7,0.9,4e-06,1300,184000000.0,0.00163,10.8
1.7,0.9,4e-06,1400,181000000.0,0.00159,10.78
1.7,0.9,4e-06,1500,185000000.0,0.00155,10.34
1.7,0.9,4e-06,1600,203000000.0,0.0015,9.18
1.7,0.9,4e-06,1700,239000000.0,0.00145,7.19
1.7,0.9,4e-06,1800,289000000.0,0.0014,4.83
1.7,0.9,4e-06,1900,342000000.0,0.00134,2.61
1.7,0.9,4e-06,2000,391000000.0,0.00129,0.72
1.7,0.9,6e-06,1000,277000000.0,0.00232,10.33
1.7,0.9,6e-06,500,400000000.0,0.00283,8.05
1.7,0.9,6e-06,600,347000000.0,0.00272,9.15
1.7,0.9,6e-06,700,311000000.0,0.00261,9.99
1.7,0.9,6e-06,800,285000000.0,0.00251,10.58
1.7,0.9,6e-06,900,271000000.0,0.00242,10.83
1.7,0.9,6e-06,1100,328000000.0,0.00221,8.25
1.7,0.9,6e-06,1200,434000000.0,0.00209,4.8
1.7,0.9,6e-06,1300,551000000.0,0.00197,1.6
1.7,0.9,7e-06,1000,460000000.0,0.00249,5.98
1.7,0.9,7e-06,500,413000000.0,0.00319,8.99
1.7,0.9,7e-06,600,362000000.0,0.00305,9.99
1.7,0.9,7e-06,700,329000000.0,0.00291,10.65
1.7,0.9,7e-06,800,315000000.0,0.00278,10.78
1.7,0.9,7e-06,900,344000000.0,0.00265,9.53
1.7,0.9,7e-06,1100,620000000.0,0.00233,2.08
1.7,0.9,8e-06,1000,780000000.0,0.00258,0.68
1.7,0.9,8e-06,500,427000000.0,0.00353,9.74
1.7,0.9,8e-06,600,379000000.0,0.00335,10.58
1.7,0.9,8e-06,700,359000000.0,0.00318,10.78
1.7,0.9,8e-06,800,404000000.0,0.003,9.15
1.7,0.9,8e-06,900,577000000.0,0.00279,4.79
1.7,0.9,9e-06,500,443000000.0,0.00384,10.32
1.7,0.9,9e-06,600,405000000.0,0.00363,10.83
1.7,0.9,9e-06,700,441000000.0,0.0034,9.52
1.7,0.9,9e-06,800,649000000.0,0.00314,4.78
1.7,0.9,9e-06,900,902000000.0,0.00287,0.26
1.7,0.9,1e-05,500,462000000.0,0.00414,10.72
1.7,0.9,1e-05,600,459000000.0,0.00387,10.33
1.7,0.9,1e-05,700,655000000.0,0.00356,5.97
1.7,0.9,1e-05,800,972000000.0,0.00322,0.68
1.8,0.8,5e-06,1000,219000000.0,0.0016,11.09
1.8,0.8,5e-06,500,384000000.0,0.00187,6.66
1.8,0.8,5e-06,600,329000000.0,0.00181,7.9
1.8,0.8,5e-06,700,290000000.0,0.00175,8.92
1.8,0.8,5e-06,800,260000000.0,0.0017,9.76
1.8,0.8,5e-06,900,237000000.0,0.00165,10.48
1.8,0.8,5e-06,1100,204000000.0,0.00156,11.62
1.8,0.8,5e-06,1200,192000000.0,0.00152,12.08
1.8,0.8,5e-06,1300,181000000.0,0.00148,12.49
1.8,0.8,5e-06,1400,172000000.0,0.00144,12.85
1.8,0.8,5e-06,1500,164000000.0,0.00141,13.16
1.8,0.8,5e-06,1600,158000000.0,0.00137,13.44
1.8,0.8,5e-06,1700,152000000.0,0.00134,13.68
1.8,0.8,5e-06,1800,147000000.0,0.00131,13.88
1.8,0.8,5e-06,1900,143000000.0,0.00128,14.04
1.8,0.8,5e-06,2000,139000000.0,0.00126,14.15
1.8,0.8,5e-06,2100,137000000.0,0.00123,14.18
1.8,0.8,5e-06,2200,136000000.0,0.0012,14.11
1.8,0.8,5e-06,2300,138000000.0,0.00118,13.9
1.8,0.8,5e-06,2400,142000000.0,0.00115,13.45
1.8,0.8,5e-06,2500,151000000.0,0.00113,12.68
1.8,0.8,5e-06,2600,167000000.0,0.0011,11.54
1.8,0.8,5e-06,2700,190000000.0,0.00107,10.08
1.8,0.8,5e-06,2800,218000000.0,0.00104,8.46
1.8,0.8,5e-06,2900,249000000.0,0.00102,6.86
1.8,0.8,5e-06,3000,281000000.0,0.000989,5.37
1.8,0.8,3e-06,1000,198000000.0,0.00108,7.9
1.8,0.8,3e-06,500,362000000.0,0.00121,2.95
1.8,0.8,3e-06,600,307000000.0,0.00118,4.3
1.8,0.8,3e-06,700,268000000.0,0.00115,5.42
1.8,0.8,3e-06,800,239000000.0,0.00113,6.36
1.8,0.8,3e-06,900,216000000.0,0.00111,7.18
1.8,0.8,3e-06,1100,183000000.0,0.00106,8.53
1.8,0.8,3e-06,1200,170000000.0,0.00104,9.09
1.8,0.8,3e-06,1300,160000000.0,0.00102,9.6
1.8,0.8,3e-06,1400,151000000.0,0.001,10.05
1.8,0.8,3e-06,1500,143000000.0,0.000987,10.47
1.8,0.8,3e-06,1600,136000000.0,0.00097,10.85
1.8,0.8,3e-06,1700,130000000.0,0.000954,11.19
1.8,0.8,3e-06,1800,125000000.0,0.000938,11.51
1.8,0.8,3e-06,1900,120000000.0,0.000923,11.8
1.8,0.8,3e-06,2000,115000000.0,0.000909,12.07
1.8,0.8,3e-06,2100,112000000.0,0.000895,12.32
1.8,0.8,3e-06,2200,108000000.0,0.000881,12.56
1.8,0.8,3e-06,2300,105000000.0,0.000868,12.77
1.8,0.8,3e-06,2400,102000000.0,0.000855,12.97
1.8,0.8,3e-06,2500,98800000.0,0.000843,13.16
1.8,0.8,3e-06,2600,96400000.0,0.000831,13.33
1.8,0.8,3e-06,2700,94200000.0,0.00082,13.49
1.8,0.8,3e-06,2800,92200000.0,0.000808,13.63
1.8,0.8,3e-06,2900,90300000.0,0.000798,13.76
1.8,0.8,3e-06,3000,88500000.0,0.000787,13.88
1.8,0.8,4e-06,1000,208000000.0,0.00136,9.76
1.8,0.8,4e-06,500,373000000.0,0.00155,5.07
1.8,0.8,4e-06,600,318000000.0,0.00151,6.37
1.8,0.8,4e-06,700,279000000.0,0.00146,7.43
1.8,0.8,4e-06,800,250000000.0,0.00143,8.33
1.8,0.8,4e-06,900,227000000.0,0.00139,9.1
1.8,0.8,4e-06,1100,193000000.0,0.00132,10.34
1.8,0.8,4e-06,1200,181000000.0,0.00129,10.85
1.8,0.8,4e-06,1300,170000000.0,0.00127,11.3
1.8,0.8,4e-06,1400,161000000.0,0.00124,11.71
1.8,0.8,4e-06,1500,154000000.0,0.00121,12.08
1.8,0.8,4e-06,1600,147000000.0,0.00119,12.41
1.8,0.8,4e-06,1700,141000000.0,0.00116,12.71
1.8,0.8,4e-06,1800,135000000.0,0.00114,12.98
1.8,0.8,4e-06,1900,131000000.0,0.00112,13.22
1.8,0.8,4e-06,2000,126000000.0,0.0011,13.44
1.8,0.8,4e-06,2100,123000000.0,0.00108,13.64
1.8,0.8,4e-06,2200,119000000.0,0.00106,13.81
1.8,0.8,4e-06,2300,116000000.0,0.00104,13.95
1.8,0.8,4e-06,2400,114000000.0,0.00102,14.07
1.8,0.8,4e-06,2500,112000000.0,0.001,14.15
1.8,0.8,4e-06,2600,110000000.0,0.000987,14.18
1.8,0.8,4e-06,2700,110000000.0,0.00097,14.16
1.8,0.8,4e-06,2800,110000000.0,0.000954,14.05
1.8,0.8,4e-06,2900,111000000.0,0.000937,13.83
1.8,0.8,4e-06,3000,114000000.0,0.000921,13.46
1.8,0.8,6e-06,1000,230000000.0,0.00182,12.08
1.8,0.8,6e-06,500,394000000.0,0.00217,7.91
1.8,0.8,6e-06,600,339000000.0,0.00209,9.1
1.8,0.8,6e-06,700,300000000.0,0.00201,10.06
1.8,0.8,6e-06,800,271000000.0,0.00194,10.85
1.8,0.8,6e-06,900,248000000.0,0.00188,11.52
1.8,0.8,6e-06,1100,215000000.0,0.00176,12.56
1.8,0.8,6e-06,1200,202000000.0,0.00171,12.98
1.8,0.8,6e-06,1300,192000000.0,0.00166,13.34
1.8,0.8,6e-06,1400,183000000.0,0.00162,13.64
1.8,0.8,6e-06,1500,176000000.0,0.00158,13.89
1.8,0.8,6e-06,1600,170000000.0,0.00153,14.07
1.8,0.8,6e-06,1700,166000000.0,0.00149,14.17
1.8,0.8,6e-06,1800,164000000.0,0.00146,14.16
1.8,0.8,6e-06,1900,165000000.0,0.00142,13.95
1.8,0.8,6e-06,2000,170000000.0,0.00138,13.44
1.8,0.8,6e-06,2100,185000000.0,0.00134,12.47
1.8,0.8,6e-06,2200,210000000.0,0.00131,10.98
1.8,0.8,6e-06,2300,248000000.0,0.00127,9.1
1.8,0.8,6e-06,2400,291000000.0,0.00123,7.16
1.8,0.8,6e-06,2500,337000000.0,0.00119,5.36
1.8,0.8,6e-06,2600,381000000.0,0.00115,3.76
1.8,0.8,6e-06,2700,422000000.0,0.00111,2.36
1.8,0.8,6e-06,2800,459000000.0,0.00108,1.16
1.8,0.8,6e-06,2900,492000000.0,0.00105,0.09
1.8,0.8,7e-06,1000,240000000.0,0.00202,12.85
1.8,0.8,7e-06,500,405000000.0,0.00245,8.92
1.8,0.8,7e-06,600,350000000.0,0.00235,10.06
1.8,0.8,7e-06,700,311000000.0,0.00225,10.97
1.8,0.8,7e-06,800,281000000.0,0.00217,11.72
1.8,0.8,7e-06,900,258000000.0,0.00209,12.33
1.8,0.8,7e-06,1100,225000000.0,0.00195,13.28
1.8,0.8,7e-06,1200,213000000.0,0.00189,13.64
1.8,0.8,7e-06,1300,204000000.0,0.00183,13.92
1.8,0.8,7e-06,1400,196000000.0,0.00177,14.11
1.8,0.8,7e-06,1500,192000000.0,0.00172,14.18
1.8,0.8,7e-06,1600,191000000.0,0.00167,14.05
1.8,0.8,7e-06,1700,197000000.0,0.00162,13.55
1.8,0.8,7e-06,1800,215000000.0,0.00157,12.47
1.8,0.8,7e-06,1900,252000000.0,0.00152,10.67
1.8,0.8,7e-06,2000,305000000.0,0.00146,8.44
1.8,0.8,7e-06,2100,366000000.0,0.00141,6.23
1.8,0.8,7e-06,2200,428000000.0,0.00136,4.26
1.8,0.8,7e-06,2300,484000000.0,0.00131,2.58
1.8,0.8,7e-06,2400,535000000.0,0.00126,1.15
1.8,0.8,8e-06,1000,251000000.0,0.0022,13.44
1.8,0.8,8e-06,500,415000000.0,0.00271,9.77
1.8,0.8,8e-06,600,360000000.0,0.00259,10.86
1.8,0.8,8e-06,700,321000000.0,0.00248,11.72
1.8,0.8,8e-06,800,292000000.0,0.00238,12.41
1.8,0.8,8e-06,900,269000000.0,0.00228,12.98
1.8,0.8,8e-06,1100,237000000.0,0.00212,13.81
1.8,0.8,8e-06,1200,226000000.0,0.00205,14.07
1.8,0.8,8e-06,1300,219000000.0,0.00198,14.18
1.8,0.8,8e-06,1400,218000000.0,0.00191,14.05
1.8,0.8,8e-06,1500,227000000.0,0.00184,13.44
1.8,0.8,8e-06,1600,255000000.0,0.00178,12.02
1.8,0.8,8e-06,1700,312000000.0,0.00171,9.73
1.8,0.8,8e-06,1800,388000000.0,0.00164,7.15
1.8,0.8,8e-06,1900,469000000.0,0.00157,4.79
1.8,0.8,8e-06,2000,544000000.0,0.0015,2.8
1.8,0.8,8e-06,2100,610000000.0,0.00144,1.15
1.8,0.8,9e-06,1000,263000000.0,0.00236,13.89
1.8,0.8,9e-06,500,425000000.0,0.00297,10.48
1.8,0.8,9e-06,600,370000000.0,0.00282,11.52
1.8,0.8,9e-06,700,331000000.0,0.00269,12.33
1.8,0.8,9e-06,800,302000000.0,0.00257,12.98
1.8,0.8,9e-06,900,280000000.0,0.00246,13.5
1.8,0.8,9e-06,1100,251000000.0,0.00227,14.13
1.8,0.8,9e-06,1200,244000000.0,0.00218,14.15
1.8,0.8,9e-06,1300,249000000.0,0.0021,13.74
1.8,0.8,9e-06,1400,276000000.0,0.00202,12.46
1.8,0.8,9e-06,1500,341000000.0,0.00193,10.04
1.8,0.8,9e-06,1600,436000000.0,0.00184,7.14
1.8,0.8,9e-06,1700,537000000.0,0.00175,4.52
1.8,0.8,9e-06,1800,630000000.0,0.00167,2.36
1.8,0.8,9e-06,1900,711000000.0,0.00159,0.6
1.8,0.8,1e-05,1000,277000000.0,0.00251,14.15
1.8,0.8,1e-05,500,435000000.0,0.0032,11.09
1.8,0.8,1e-05,600,380000000.0,0.00303,12.08
1.8,0.8,1e-05,700,342000000.0,0.00288,12.85
1.8,0.8,1e-05,800,313000000.0,0.00275,13.45
1.8,0.8,1e-05,900,291000000.0,0.00263,13.89
1.8,0.8,1e-05,1100,271000000.0,0.00241,14.11
1.8,0.8,1e-05,1200,282000000.0,0.0023,13.43
1.8,0.8,1e-05,1300,332000000.0,0.0022,11.51
1.8,0.8,1e-05,1400,434000000.0,0.00209,8.43
1.8,0.8,1e-05,1500,559000000.0,0.00198,5.33
1.8,0.8,1e-05,1600,678000000.0,0.00187,2.8
1.8,0.8,1e-05,1700,780000000.0,0.00178,0.77
1.8,0.6,5e-06,1000,197000000.0,0.000453,7.75
1.8,0.6,5e-06,500,364000000.0,0.000507,3.04
1.8,0.6,5e-06,600,309000000.0,0.000494,4.33
1.8,0.6,5e-06,700,269000000.0,0.000483,5.4
1.8,0.6,5e-06,800,239000000.0,0.000472,6.3
1.8,0.6,5e-06,900,216000000.0,0.000462,7.07
1.8,0.6,5e-06,1100,182000000.0,0.000444,8.35
1.8,0.6,5e-06,1200,169000000.0,0.000436,8.88
1.8,0.6,5e-06,1300,158000000.0,0.000428,9.37
1.8,0.6,5e-06,1400,148000000.0,0.000421,9.8
1.8,0.6,5e-06,1500,140000000.0,0.000414,10.2
1.8,0.6,5e-06,1600,133000000.0,0.000407,10.56
1.8,0.6,5e-06,1700,127000000.0,0.000401,10.9
1.8,0.6,5e-06,1800,121000000.0,0.000395,11.21
1.8,0.6,5e-06,1900,116000000.0,0.000389,11.5
1.8,0.6,5e-06,2000,111000000.0,0.000383,11.77
1.8,0.6,5e-06,2100,107000000.0,0.000378,12.02
1.8,0.6,5e-06,2200,103000000.0,0.000372,12.25
1.8,0.6,5e-06,2300,99600000.0,0.000367,12.48
1.8,0.6,5e-06,2400,96400000.0,0.000363,12.68
1.8,0.6,5e-06,2500,93500000.0,0.000358,12.88
1.8,0.6,5e-06,2600,90800000.0,0.000353,13.07
1.8,0.6,5e-06,2700,88200000.0,0.000349,13.25
1.8,0.6,5e-06,2800,85800000.0,0.000345,13.41
1.8,0.6,5e-06,2900,83500000.0,0.00034,13.57
1.8,0.6,5e-06,3000,81300000.0,0.000336,13.73
1.8,0.6,3e-06,1000,186000000.0,0.000296,4.32
1.8,0.6,3e-06,600,296000000.0,0.000316,0.63
1.8,0.6,3e-06,700,257000000.0,0.000311,1.77
1.8,0.6,3e-06,800,227000000.0,0.000305,2.74
1.8,0.6,3e-06,900,204000000.0,0.000301,3.58
1.8,0.6,3e-06,1100,171000000.0,0.000292,4.99
1.8,0.6,3e-06,1200,158000000.0,0.000288,5.58
1.8,0.6,3e-06,1300,147000000.0,0.000284,6.12
1.8,0.6,3e-06,1400,138000000.0,0.00028,6.61
1.8,0.6,3e-06,1500,130000000.0,0.000277,7.07
1.8,0.6,3e-06,1600,123000000.0,0.000274,7.48
1.8,0.6,3e-06,1700,117000000.0,0.00027,7.87
1.8,0.6,3e-06,1800,111000000.0,0.000267,8.23
1.8,0.6,3e-06,1900,106000000.0,0.000264,8.56
1.8,0.6,3e-06,2000,101000000.0,0.000261,8.88
1.8,0.6,3e-06,2100,97400000.0,0.000259,9.17
1.8,0.6,3e-06,2200,93800000.0,0.000256,9.45
1.8,0.6,3e-06,2300,90500000.0,0.000253,9.71
1.8,0.6,3e-06,2400,87300000.0,0.000251,9.96
1.8,0.6,3e-06,2500,84400000.0,0.000248,10.19
1.8,0.6,3e-06,2600,81600000.0,0.000246,10.41
1.8,0.6,3e-06,2700,79100000.0,0.000243,10.63
1.8,0.6,3e-06,2800,76900000.0,0.000241,10.83
1.8,0.6,3e-06,2900,74900000.0,0.000239,11.02
1.8,0.6,3e-06,3000,72900000.0,0.000237,11.2
1.8,0.6,4e-06,1000,192000000.0,0.000377,6.3
1.8,0.6,4e-06,500,357000000.0,0.000417,1.42
1.8,0.6,4e-06,600,302000000.0,0.000408,2.74
1.8,0.6,4e-06,700,263000000.0,0.000399,3.84
1.8,0.6,4e-06,800,233000000.0,0.000391,4.78
1.8,0.6,4e-06,900,210000000.0,0.000384,5.59
1.8,0.6,4e-06,1100,176000000.0,0.000371,6.92
1.8,0.6,4e-06,1200,163000000.0,0.000365,7.49
1.8,0.6,4e-06,1300,153000000.0,0.000359,8.0
1.8,0.6,4e-06,1400,143000000.0,0.000354,8.46
1.8,0.6,4e-06,1500,135000000.0,0.000349,8.88
1.8,0.6,4e-06,1600,128000000.0,0.000344,9.27
1.8,0.6,4e-06,1700,122000000.0,0.000339,9.63
1.8,0.6,4e-06,1800,116000000.0,0.000334,9.96
1.8,0.6,4e-06,1900,111000000.0,0.00033,10.27
1.8,0.6,4e-06,2000,107000000.0,0.000326,10.56
1.8,0.6,4e-06,2100,102000000.0,0.000321,10.83
1.8,0.6,4e-06,2200,98600000.0,0.000318,11.09
1.8,0.6,4e-06,2300,95200000.0,0.000314,11.32
1.8,0.6,4e-06,2400,92100000.0,0.00031,11.55
1.8,0.6,4e-06,2500,89200000.0,0.000306,11.76
1.8,0.6,4e-06,2600,86500000.0,0.000303,11.97
1.8,0.6,4e-06,2700,83900000.0,0.0003,12.16
1.8,0.6,4e-06,2800,81500000.0,0.000296,12.34
1.8,0.6,4e-06,2900,79200000.0,0.000293,12.52
1.8,0.6,4e-06,3000,77300000.0,0.00029,12.68
1.8,0.6,6e-06,1000,202000000.0,0.000523,8.89
1.8,0.6,6e-06,500,370000000.0,0.000593,4.33
1.8,0.6,6e-06,600,315000000.0,0.000577,5.59
1.8,0.6,6e-06,700,275000000.0,0.000562,6.62
1.8,0.6,6e-06,800,245000000.0,0.000548,7.49
1.8,0.6,6e-06,900,221000000.0,0.000535,8.24
1.8,0.6,6e-06,1100,187000000.0,0.000512,9.46
1.8,0.6,6e-06,1200,174000000.0,0.000502,9.97
1.8,0.6,6e-06,1300,163000000.0,0.000492,10.42
1.8,0.6,6e-06,1400,153000000.0,0.000482,10.84
1.8,0.6,6e-06,1500,145000000.0,0.000474,11.21
1.8,0.6,6e-06,1600,138000000.0,0.000465,11.55
1.8,0.6,6e-06,1700,131000000.0,0.000457,11.87
1.8,0.6,6e-06,1800,126000000.0,0.000449,12.16
1.8,0.6,6e-06,1900,120000000.0,0.000442,12.43
1.8,0.6,6e-06,2000,116000000.0,0.000435,12.69
1.8,0.6,6e-06,2100,111000000.0,0.000428,12.92
1.8,0.6,6e-06,2200,108000000.0,0.000422,13.14
1.8,0.6,6e-06,2300,104000000.0,0.000416,13.35
1.8,0.6,6e-06,2400,100000000.0,0.00041,13.54
1.8,0.6,6e-06,2500,97400000.0,0.000404,13.73
1.8,0.6,6e-06,2600,94700000.0,0.000398,13.9
1.8,0.6,6e-06,2700,92100000.0,0.000393,14.07
1.8,0.6,6e-06,2800,89700000.0,0.000388,14.22
1.8,0.6,6e-06,2900,87400000.0,0.000383,14.37
1.8,0.6,6e-06,3000,85200000.0,0.000378,14.51
1.8,0.6,7e-06,1000,207000000.0,0.000589,9.8
1.8,0.6,7e-06,500,376000000.0,0.000676,5.4
1.8,0.6,7e-06,600,320000000.0,0.000655,6.62
1.8,0.6,7e-06,700,280000000.0,0.000637,7.63
1.8,0.6,7e-06,800,250000000.0,0.00062,8.46
1.8,0.6,7e-06,900,226000000.0,0.000604,9.18
1.8,0.6,7e-06,1100,192000000.0,0.000576,10.35
1.8,0.6,7e-06,1200,179000000.0,0.000563,10.84
1.8,0.6,7e-06,1300,167000000.0,0.000551,11.27
1.8,0.6,7e-06,1400,158000000.0,0.00054,11.66
1.8,0.6,7e-06,1500,150000000.0,0.000529,12.02
1.8,0.6,7e-06,1600,142000000.0,0.000519,12.35
1.8,0.6,7e-06,1700,136000000.0,0.000509,12.65
