L1p,L1s,L3p,L3s,Lm,Wn1,Wn2,S11,S22,LargeSignalPowerGain,PAE,DrainEfficiency,PSAT,PowerConsumption
5.25e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.8e-05,4e-05,-0.88,-11.7,8.731,5.06,9.188,2.018,0.0184
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,3.2e-05,-0.596,-6.945,12.85,5.627,8.197,1.164,0.0146
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,2.4e-05,-0.614,-1.961,14.6,3.528,5.248,-0.93,0.0127
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,2.8e-05,-0.606,-4.157,14.34,4.866,7.08,0.532,0.0137
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,3.6e-05,-0.59,-7.279,10.41,5.406,8.157,1.085,0.0155
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,4e-05,-0.587,-5.818,7.673,3.418,6.781,0.42,0.0164
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,3.2e-05,-0.437,-7.504,10.87,4.902,7.407,0.082,0.0126
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,2.4e-05,-0.436,-1.768,12.18,3.021,4.866,-1.957,0.0108
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,2.8e-05,-0.438,-4.296,12.44,4.244,6.45,-0.559,0.0117
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,3.6e-05,-0.435,-7.411,8.217,4.01,7.212,0.037,0.0135
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,4e-05,-0.434,-5.742,5.334,1.668,4.847,-1.373,0.0145
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,3.2e-05,-0.502,-7.25,12.14,5.389,7.894,0.714,0.0136
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,2.4e-05,-0.506,-1.87,13.75,3.346,5.094,-1.355,0.0118
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,2.8e-05,-0.507,-4.273,13.72,4.652,6.836,0.08,0.0127
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,3.6e-05,-0.499,-7.333,9.565,4.934,7.832,0.662,0.0145
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,4e-05,-0.497,-5.766,6.74,2.671,6.011,-0.259,0.0154
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,3.2e-05,-0.714,-6.63,12.99,5.618,8.337,1.452,0.0156
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,2.4e-05,-0.753,-1.968,14.53,3.53,5.353,-0.654,0.0137
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,2.8e-05,-0.73,-3.925,14.26,4.856,7.212,0.825,0.0146
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,3.6e-05,-0.706,-7.29,10.75,5.504,8.304,1.365,0.0165
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,4e-05,-0.703,-5.92,8.126,3.844,7.175,0.811,0.0174
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.8e-05,3.2e-05,-0.833,-6.389,12.56,5.33,8.346,1.612,0.0165
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.8e-05,2.4e-05,-0.875,-1.855,13.57,3.313,5.396,-0.486,0.0147
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.8e-05,2.8e-05,-0.847,-3.637,13.52,4.564,7.234,0.989,0.0156
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.8e-05,3.6e-05,-0.83,-7.416,10.55,5.298,8.325,1.532,0.0175
5.25e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.8e-05,4e-05,-0.83,-6.081,8.049,3.898,7.326,1.03,0.0184
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.2e-05,3.2e-05,-0.593,-8.265,12.88,5.906,8.398,1.453,0.0146
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.2e-05,2.4e-05,-0.6,-1.655,13.58,3.49,5.269,-0.712,0.0127
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.2e-05,2.8e-05,-0.6,-3.978,13.94,5.005,7.223,0.823,0.0137
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.2e-05,3.6e-05,-0.587,-8.697,10.42,5.701,8.35,1.336,0.0155
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.2e-05,4e-05,-0.584,-6.084,7.442,3.651,6.999,0.674,0.0164
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.6e-05,3.2e-05,-0.448,-8.907,10.85,5.127,7.705,0.415,0.0126
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.6e-05,2.4e-05,-0.445,-1.444,10.79,2.867,4.845,-1.802,0.0108
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.6e-05,2.8e-05,-0.448,-3.858,11.8,4.271,6.577,-0.293,0.0117
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.6e-05,3.6e-05,-0.447,-8.949,8.213,4.318,7.58,0.369,0.0136
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.6e-05,4e-05,-0.446,-6.018,5.098,1.761,5.146,-1.032,0.0145
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.9e-05,3.2e-05,-0.51,-8.642,12.1,5.634,8.141,1.021,0.0136
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.9e-05,2.4e-05,-0.508,-1.538,12.47,3.251,5.095,-1.165,0.0118
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.9e-05,2.8e-05,-0.512,-3.948,13.15,4.735,6.972,0.358,0.0127
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.9e-05,3.6e-05,-0.507,-8.815,9.526,5.242,8.103,0.944,0.0145
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.9e-05,4e-05,-0.505,-6.037,6.466,2.832,6.3,0.044,0.0155
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.5e-05,3.2e-05,-0.696,-7.793,13.14,5.949,8.508,1.729,0.0156
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.5e-05,2.4e-05,-0.725,-1.747,13.92,3.579,5.402,-0.42,0.0137
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.5e-05,2.8e-05,-0.711,-3.878,14.09,5.056,7.366,1.122,0.0146
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.5e-05,3.6e-05,-0.687,-8.64,10.88,5.805,8.441,1.595,0.0165
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.5e-05,4e-05,-0.683,-6.183,8.031,4.089,7.321,1.029,0.0174
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.8e-05,3.2e-05,-0.804,-7.32,12.86,5.721,8.511,1.878,0.0166
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.8e-05,2.4e-05,-0.848,-1.727,13.27,3.439,5.48,-0.245,0.0147
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.8e-05,2.8e-05,-0.822,-3.631,13.53,4.847,7.409,1.284,0.0156
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.8e-05,3.6e-05,-0.796,-8.717,10.86,5.654,8.436,1.746,0.0175
5.25e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.8e-05,4e-05,-0.794,-6.354,8.162,4.194,7.422,1.222,0.0184
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.2e-05,3.2e-05,-0.607,-5.756,12.56,5.164,7.577,0.631,0.0146
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.2e-05,2.4e-05,-0.635,-2.175,15.13,3.292,4.902,-1.482,0.0127
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.2e-05,2.8e-05,-0.618,-3.929,14.29,4.407,6.446,-0.131,0.0136
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.2e-05,3.6e-05,-0.601,-6.292,10.25,4.927,7.663,0.674,0.0155
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.2e-05,4e-05,-0.599,-5.623,7.748,2.956,6.11,-0.142,0.0164
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,1.6e-05,3.2e-05,-0.427,-6.129,10.7,4.581,6.99,-0.299,0.0126
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,1.6e-05,2.4e-05,-0.429,-2.097,13.25,3.001,4.682,-2.311,0.0108
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,1.6e-05,2.8e-05,-0.429,-4.239,12.66,4.054,6.068,-0.999,0.0117
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,1.6e-05,3.6e-05,-0.425,-6.35,8.157,3.487,6.711,-0.381,0.0135
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,1.6e-05,4e-05,-0.424,-5.539,5.521,1.468,4.415,-1.858,0.0145
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,1.9e-05,3.2e-05,-0.498,-5.948,11.96,5.024,7.385,0.247,0.0136
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,1.9e-05,2.4e-05,-0.509,-2.165,14.64,3.212,4.838,-1.832,0.0117
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,1.9e-05,2.8e-05,-0.504,-4.121,13.85,4.327,6.335,-0.491,0.0127
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,1.9e-05,3.6e-05,-0.494,-6.307,9.504,4.435,7.344,0.248,0.0145
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,1.9e-05,4e-05,-0.493,-5.566,6.926,2.304,5.413,-0.82,0.0154
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.5e-05,3.2e-05,-0.743,-5.594,12.53,5.065,7.637,0.907,0.0155
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.5e-05,2.4e-05,-0.783,-2.079,14.71,3.203,4.916,-1.218,0.0137
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.5e-05,2.8e-05,-0.756,-3.688,14.01,4.286,6.47,0.138,0.0146
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.5e-05,3.6e-05,-0.739,-6.339,10.39,5.037,7.812,0.985,0.0165
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.5e-05,4e-05,-0.737,-5.723,7.987,3.327,6.564,0.329,0.0174
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.8e-05,3.2e-05,-0.873,-5.521,11.93,4.711,7.626,1.088,0.0165
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.8e-05,2.4e-05,-0.898,-1.918,13.53,2.918,4.905,-1.042,0.0147
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.8e-05,2.8e-05,-0.878,-3.472,13.13,3.93,6.453,0.318,0.0156
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.8e-05,3.6e-05,-0.875,-6.473,9.962,4.782,7.855,1.195,0.0174
5.25e-10,4e-11,4.75e-10,3e-11,2.63e-10,2.8e-05,4e-05,-0.878,-5.862,7.656,3.331,6.817,0.64,0.0184
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.2e-05,3.2e-05,-0.595,-10.25,13.55,11.32,14.7,3.615,0.0146
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.2e-05,2.4e-05,-0.609,-5.434,18.15,12.36,14.98,3.468,0.0127
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.2e-05,2.8e-05,-0.602,-8.569,16.12,13.05,16.08,3.915,0.0137
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.2e-05,3.6e-05,-0.591,-9.789,10.92,7.991,11.78,2.785,0.0155
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.2e-05,4e-05,-0.588,-8.682,8.449,4.494,8.251,1.465,0.0164
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,1.6e-05,3.2e-05,-0.436,-9.548,11.36,9.296,13.14,2.531,0.0126
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,1.6e-05,2.4e-05,-0.436,-4.613,15.69,11.32,14.17,2.547,0.0108
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,1.6e-05,2.8e-05,-0.437,-7.754,13.96,11.71,14.96,2.948,0.0117
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,1.6e-05,3.6e-05,-0.435,-9.315,8.645,5.255,9.313,1.277,0.0135
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,1.6e-05,4e-05,-0.434,-8.397,6.101,2.211,5.643,-0.609,0.0145
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,1.9e-05,3.2e-05,-0.501,-9.889,12.73,10.66,14.17,3.182,0.0136
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,1.9e-05,2.4e-05,-0.504,-4.981,17.26,12.04,14.66,3.085,0.0118
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,1.9e-05,2.8e-05,-0.503,-8.157,15.34,12.64,15.68,3.516,0.0127
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,1.9e-05,3.6e-05,-0.499,-9.538,10.04,6.969,10.9,2.214,0.0145
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,1.9e-05,4e-05,-0.497,-8.53,7.517,3.492,7.142,0.645,0.0154
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.5e-05,3.2e-05,-0.716,-10.48,13.79,11.4,14.93,3.894,0.0156
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.5e-05,2.4e-05,-0.745,-5.762,18.2,12.35,15.21,3.724,0.0137
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.5e-05,2.8e-05,-0.727,-8.769,16.23,13.01,16.28,4.178,0.0146
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.5e-05,3.6e-05,-0.71,-9.997,11.27,8.45,12.19,3.13,0.0165
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.5e-05,4e-05,-0.706,-8.818,8.879,5.103,8.927,1.973,0.0174
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.8e-05,3.2e-05,-0.841,-10.38,13.41,11.0,14.94,4.054,0.0165
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.8e-05,2.4e-05,-0.87,-5.654,17.38,11.85,15.31,3.883,0.0147
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.8e-05,2.8e-05,-0.85,-8.52,15.64,12.48,16.28,4.329,0.0156
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.8e-05,3.6e-05,-0.836,-10.02,11.04,8.337,12.32,3.328,0.0175
5.25e-10,4e-11,4.75e-10,9e-11,1.75e-10,2.8e-05,4e-05,-0.834,-8.862,8.753,5.241,9.258,2.266,0.0184
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.2e-05,3.2e-05,-0.591,-8.052,13.0,11.13,14.38,3.716,0.0146
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.2e-05,2.4e-05,-0.598,-4.309,17.24,12.15,14.8,3.61,0.0127
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.2e-05,2.8e-05,-0.595,-6.753,15.49,12.84,15.82,4.037,0.0137
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.2e-05,3.6e-05,-0.587,-7.824,10.34,7.803,11.49,2.868,0.0155
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.2e-05,4e-05,-0.585,-7.079,7.802,4.315,8.077,1.542,0.0164
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,1.6e-05,3.2e-05,-0.447,-7.413,10.72,8.95,12.94,2.63,0.0126
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,1.6e-05,2.4e-05,-0.446,-3.629,14.52,10.94,13.97,2.651,0.0108
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,1.6e-05,2.8e-05,-0.447,-5.978,13.16,11.39,14.79,3.067,0.0117
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,1.6e-05,3.6e-05,-0.446,-7.404,8.018,4.933,9.108,1.32,0.0136
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,1.6e-05,4e-05,-0.446,-6.824,5.422,1.928,5.463,-0.642,0.0145
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,1.9e-05,3.2e-05,-0.508,-7.7,12.09,10.42,13.92,3.286,0.0136
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,1.9e-05,2.4e-05,-0.508,-3.907,16.15,11.73,14.46,3.208,0.0118
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,1.9e-05,2.8e-05,-0.509,-6.323,14.58,12.41,15.45,3.635,0.0127
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,1.9e-05,3.6e-05,-0.506,-7.592,9.391,6.694,10.66,2.288,0.0145
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,1.9e-05,4e-05,-0.505,-6.938,6.811,3.245,6.977,0.686,0.0155
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.5e-05,3.2e-05,-0.695,-8.403,13.42,11.28,14.58,3.997,0.0156
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.5e-05,2.4e-05,-0.718,-4.761,17.62,12.22,15.09,3.877,0.0137
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.5e-05,2.8e-05,-0.705,-7.16,15.82,12.89,16.02,4.306,0.0146
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.5e-05,3.6e-05,-0.689,-8.072,10.85,8.299,11.86,3.215,0.0165
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.5e-05,4e-05,-0.685,-7.235,8.387,4.976,8.725,2.062,0.0174
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.8e-05,3.2e-05,-0.808,-8.568,13.25,10.96,14.6,4.156,0.0166
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.8e-05,2.4e-05,-0.841,-4.958,17.1,11.88,15.26,4.037,0.0147
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.8e-05,2.8e-05,-0.82,-7.277,15.45,12.48,16.06,4.457,0.0156
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.8e-05,3.6e-05,-0.802,-8.236,10.84,8.265,11.97,3.411,0.0175
5.25e-10,4e-11,4.75e-10,9e-11,8.75e-11,2.8e-05,4e-05,-0.798,-7.352,8.485,5.198,9.026,2.352,0.0184
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.2e-05,3.2e-05,-0.608,-12.83,13.83,10.97,14.28,3.278,0.0146
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.2e-05,2.4e-05,-0.628,-6.641,18.7,12.1,14.72,3.159,0.0127
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.2e-05,2.8e-05,-0.616,-10.4,16.44,12.59,15.58,3.549,0.0136
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.2e-05,3.6e-05,-0.604,-12.25,11.25,7.666,11.38,2.432,0.0155
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.2e-05,4e-05,-0.601,-10.67,8.85,4.246,7.789,1.042,0.0164
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,1.6e-05,3.2e-05,-0.426,-12.28,11.81,9.161,12.96,2.319,0.0126
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,1.6e-05,2.4e-05,-0.428,-5.884,16.65,11.43,14.21,2.389,0.0108
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,1.6e-05,2.8e-05,-0.427,-9.886,14.52,11.63,14.78,2.732,0.0117
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,1.6e-05,3.6e-05,-0.425,-11.79,9.122,5.152,9.141,1.06,0.0135
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,1.6e-05,4e-05,-0.424,-10.39,6.64,2.258,5.548,-0.793,0.0145
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,1.9e-05,3.2e-05,-0.498,-12.6,13.15,10.42,13.88,2.894,0.0136
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,1.9e-05,2.4e-05,-0.505,-6.29,18.09,11.93,14.6,2.836,0.0117
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,1.9e-05,3.6e-05,-0.495,-12.03,10.49,6.65,10.58,1.901,0.0145
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,1.9e-05,4e-05,-0.494,-10.53,8.044,3.378,6.836,0.299,0.0154
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.5e-05,3.2e-05,-0.748,-12.73,13.84,10.99,14.4,3.552,0.0155
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.5e-05,2.4e-05,-0.778,-6.642,18.41,11.9,14.69,3.402,0.0137
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.5e-05,2.8e-05,-0.758,-10.17,16.3,12.41,15.57,3.797,0.0146
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.5e-05,3.6e-05,-0.743,-12.32,11.37,8.08,11.78,2.794,0.0165
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.5e-05,4e-05,-0.74,-10.74,9.054,4.784,8.467,1.576,0.0174
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.8e-05,3.2e-05,-0.881,-12.23,13.24,10.49,14.37,3.735,0.0165
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.8e-05,2.4e-05,-0.9,-6.222,17.37,11.26,14.62,3.566,0.0147
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.8e-05,2.8e-05,-0.885,-9.553,15.5,11.77,15.48,3.963,0.0156
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.8e-05,3.6e-05,-0.88,-12.12,10.9,7.931,11.94,3.033,0.0174
5.25e-10,4e-11,4.75e-10,9e-11,2.63e-10,2.8e-05,4e-05,-0.88,-10.67,8.67,4.872,8.887,1.936,0.0184
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.2e-05,3.2e-05,-0.599,-2.56,9.741,2.09,3.777,-2.001,0.0146
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.2e-05,2.4e-05,-0.61,-1.164,11.54,1.857,3.11,-3.348,0.0127
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.2e-05,2.8e-05,-0.606,-1.744,10.81,1.908,3.337,-2.743,0.0137
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.2e-05,3.6e-05,-0.594,-3.64,8.509,2.147,4.026,-1.649,0.0155
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.2e-05,4e-05,-0.59,-4.931,7.162,1.928,4.037,-1.582,0.0164
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,1.6e-05,3.2e-05,-0.437,-2.568,7.669,1.741,3.458,-3.05,0.0126
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,1.6e-05,2.4e-05,-0.435,-1.056,8.881,1.549,2.982,-4.197,0.0108
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,1.6e-05,2.8e-05,-0.437,-1.675,8.629,1.677,3.163,-3.636,0.0117
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,1.6e-05,3.6e-05,-0.436,-3.721,6.385,1.533,3.572,-2.786,0.0135
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,1.6e-05,4e-05,-0.435,-5.064,4.943,1.029,3.35,-2.905,0.0145
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,1.9e-05,3.2e-05,-0.503,-2.576,8.999,2.002,3.647,-2.453,0.0136
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,1.9e-05,2.4e-05,-0.503,-1.106,10.55,1.761,3.061,-3.705,0.0118
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,1.9e-05,2.8e-05,-0.505,-1.716,10.05,1.851,3.267,-3.129,0.0127
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,1.9e-05,3.6e-05,-0.501,-3.695,7.715,1.956,3.841,-2.14,0.0145
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,1.9e-05,4e-05,-0.498,-5.011,6.302,1.585,3.788,-2.104,0.0154
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.5e-05,3.2e-05,-0.721,-2.501,9.857,2.064,3.85,-1.691,0.0156
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.5e-05,2.4e-05,-0.752,-1.201,11.64,1.831,3.142,-3.11,0.0137
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.5e-05,2.8e-05,-0.734,-1.731,10.84,1.863,3.375,-2.477,0.0146
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.5e-05,3.6e-05,-0.712,-3.547,8.746,2.176,4.14,-1.302,0.0165
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.5e-05,4e-05,-0.707,-4.821,7.51,2.062,4.185,-1.217,0.0174
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.8e-05,3.2e-05,-0.843,-2.401,9.336,1.908,3.867,-1.508,0.0165
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.8e-05,2.4e-05,-0.88,-1.182,10.77,1.676,3.145,-2.967,0.0147
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.8e-05,2.8e-05,-0.856,-1.666,10.12,1.699,3.372,-2.323,0.0156
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.8e-05,3.6e-05,-0.835,-3.425,8.404,2.045,4.186,-1.088,0.0175
5.25e-10,4e-11,2.38e-10,6e-11,1.75e-10,2.8e-05,4e-05,-0.831,-4.696,7.315,1.991,4.26,-0.98,0.0184
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.2e-05,3.2e-05,-0.594,-2.324,9.105,2.157,3.951,-1.6,0.0146
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.2e-05,2.4e-05,-0.597,-1.012,10.33,1.877,3.24,-2.968,0.0127
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.2e-05,2.8e-05,-0.597,-1.524,9.897,1.99,3.521,-2.301,0.0137
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.2e-05,3.6e-05,-0.59,-3.493,8.098,2.196,4.196,-1.26,0.0155
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.2e-05,4e-05,-0.587,-5.048,6.904,1.994,4.213,-1.194,0.0164
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,1.6e-05,3.2e-05,-0.447,-2.259,6.862,1.628,3.605,-2.692,0.0126
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,1.6e-05,2.4e-05,-0.445,-0.917,7.386,1.407,3.049,-3.914,0.0108
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,1.6e-05,2.8e-05,-0.447,-1.422,7.454,1.586,3.32,-3.244,0.0117
