Wbias,Rd,Wn1,Wn2,Bandwidth,PowerConsumption,VoltageGain
8e-06,800,7e-06,1.1e-05,199000000.0,0.00107,10.46
8e-06,800,7e-06,1.2e-05,198000000.0,0.00108,10.51
8e-06,800,8e-06,5e-06,204000000.0,0.0011,9.98
8e-06,800,8e-06,6e-06,203000000.0,0.00112,10.47
8e-06,800,8e-06,7e-06,202000000.0,0.00112,10.75
8e-06,800,8e-06,8e-06,201000000.0,0.00113,10.93
8e-06,800,8e-06,9e-06,200000000.0,0.00114,11.06
8e-06,800,8e-06,1e-05,200000000.0,0.00114,11.15
8e-06,800,8e-06,1.1e-05,199000000.0,0.00114,11.23
8e-06,800,8e-06,1.2e-05,199000000.0,0.00115,11.29
8e-06,800,9e-06,5e-06,205000000.0,0.00116,10.4
8e-06,800,9e-06,6e-06,204000000.0,0.00118,10.99
8e-06,800,9e-06,7e-06,202000000.0,0.00118,11.32
8e-06,800,9e-06,8e-06,202000000.0,0.00119,11.54
8e-06,800,9e-06,9e-06,201000000.0,0.0012,11.69
8e-06,800,9e-06,1e-05,200000000.0,0.0012,11.8
8e-06,800,9e-06,1.1e-05,200000000.0,0.0012,11.88
8e-06,800,9e-06,1.2e-05,199000000.0,0.00121,11.95
8e-06,800,1e-05,5e-06,207000000.0,0.00121,10.7
8e-06,800,1e-05,6e-06,205000000.0,0.00123,11.41
8e-06,800,1e-05,7e-06,203000000.0,0.00124,11.8
8e-06,800,1e-05,8e-06,202000000.0,0.00125,12.05
8e-06,800,1e-05,9e-06,202000000.0,0.00125,12.22
8e-06,800,1e-05,1e-05,201000000.0,0.00126,12.34
8e-06,800,1e-05,1.1e-05,200000000.0,0.00126,12.44
8e-06,800,1e-05,1.2e-05,200000000.0,0.00126,12.51
8e-06,800,1.1e-05,5e-06,208000000.0,0.00126,10.9
8e-06,800,1.1e-05,6e-06,206000000.0,0.00128,11.74
8e-06,800,1.1e-05,7e-06,204000000.0,0.00129,12.2
8e-06,800,1.1e-05,8e-06,203000000.0,0.00129,12.48
8e-06,800,1.1e-05,9e-06,202000000.0,0.0013,12.67
8e-06,800,1.1e-05,1e-05,201000000.0,0.0013,12.81
8e-06,800,1.1e-05,1.1e-05,201000000.0,0.00131,12.92
8e-06,800,1.1e-05,1.2e-05,200000000.0,0.00131,13.0
8e-06,800,1.2e-05,5e-06,210000000.0,0.0013,11.02
8e-06,800,1.2e-05,6e-06,207000000.0,0.00132,12.0
8e-06,800,1.2e-05,7e-06,205000000.0,0.00133,12.53
8e-06,800,1.2e-05,8e-06,204000000.0,0.00134,12.85
8e-06,800,1.2e-05,9e-06,203000000.0,0.00134,13.07
8e-06,800,1.2e-05,1e-05,202000000.0,0.00135,13.22
8e-06,800,1.2e-05,1.1e-05,201000000.0,0.00135,13.34
8e-06,800,1.2e-05,1.2e-05,201000000.0,0.00136,13.43
8e-06,800,1.3e-05,5e-06,211000000.0,0.00134,11.08
8e-06,800,1.3e-05,6e-06,208000000.0,0.00136,12.2
8e-06,800,1.3e-05,7e-06,206000000.0,0.00137,12.8
8e-06,800,1.3e-05,8e-06,204000000.0,0.00138,13.17
8e-06,800,1.3e-05,9e-06,203000000.0,0.00138,13.41
8e-06,800,1.3e-05,1e-05,203000000.0,0.00139,13.58
8e-06,800,1.3e-05,1.1e-05,202000000.0,0.00139,13.71
8e-06,800,1.3e-05,1.2e-05,201000000.0,0.0014,13.81
8e-06,800,1.4e-05,5e-06,213000000.0,0.00137,11.08
8e-06,800,1.4e-05,6e-06,209000000.0,0.00139,12.34
8e-06,800,1.4e-05,7e-06,207000000.0,0.0014,13.03
8e-06,800,1.4e-05,8e-06,205000000.0,0.00141,13.44
8e-06,800,1.4e-05,9e-06,204000000.0,0.00142,13.71
8e-06,800,1.4e-05,1e-05,203000000.0,0.00143,13.9
8e-06,800,1.4e-05,1.1e-05,202000000.0,0.00143,14.04
8e-06,800,1.4e-05,1.2e-05,202000000.0,0.00144,14.15
8e-06,800,1.5e-05,5e-06,214000000.0,0.0014,11.04
8e-06,800,1.5e-05,6e-06,210000000.0,0.00142,12.45
8e-06,800,1.5e-05,7e-06,208000000.0,0.00144,13.22
8e-06,800,1.5e-05,8e-06,206000000.0,0.00145,13.68
8e-06,800,1.5e-05,9e-06,205000000.0,0.00146,13.98
8e-06,800,1.5e-05,1e-05,204000000.0,0.00146,14.18
8e-06,800,1.5e-05,1.1e-05,203000000.0,0.00147,14.33
8e-06,800,1.5e-05,1.2e-05,202000000.0,0.00147,14.45
8e-06,800,1.6e-05,5e-06,216000000.0,0.00143,10.97
8e-06,800,1.6e-05,6e-06,212000000.0,0.00145,12.51
8e-06,800,1.6e-05,7e-06,209000000.0,0.00147,13.37
8e-06,800,1.6e-05,8e-06,207000000.0,0.00148,13.88
8e-06,800,1.6e-05,9e-06,205000000.0,0.00149,14.21
8e-06,800,1.6e-05,1e-05,204000000.0,0.00149,14.43
8e-06,800,1.6e-05,1.1e-05,203000000.0,0.0015,14.6
8e-06,800,1.6e-05,1.2e-05,203000000.0,0.0015,14.72
8e-06,800,1.7e-05,5e-06,217000000.0,0.00145,10.86
8e-06,800,1.7e-05,6e-06,213000000.0,0.00148,12.54
8e-06,800,1.7e-05,7e-06,210000000.0,0.0015,13.49
8e-06,800,1.7e-05,8e-06,208000000.0,0.00151,14.05
8e-06,800,1.7e-05,9e-06,206000000.0,0.00152,14.41
8e-06,800,1.7e-05,1e-05,205000000.0,0.00152,14.66
8e-06,800,1.7e-05,1.1e-05,204000000.0,0.00153,14.83
8e-06,800,1.7e-05,1.2e-05,203000000.0,0.00153,14.97
8e-06,900,6e-06,5e-06,176000000.0,0.000961,9.64
8e-06,900,6e-06,6e-06,176000000.0,0.00097,9.96
8e-06,900,6e-06,7e-06,175000000.0,0.000977,10.15
8e-06,900,6e-06,8e-06,175000000.0,0.000982,10.29
8e-06,900,6e-06,9e-06,174000000.0,0.000986,10.38
8e-06,900,6e-06,1e-05,174000000.0,0.000989,10.46
8e-06,900,6e-06,1.1e-05,174000000.0,0.000992,10.52
8e-06,900,6e-06,1.2e-05,173000000.0,0.000994,10.57
8e-06,900,7e-06,5e-06,177000000.0,0.00104,10.36
8e-06,900,7e-06,6e-06,176000000.0,0.00105,10.77
8e-06,900,7e-06,7e-06,176000000.0,0.00106,11.01
8e-06,900,7e-06,8e-06,175000000.0,0.00106,11.17
8e-06,900,7e-06,9e-06,175000000.0,0.00107,11.29
8e-06,900,7e-06,1e-05,174000000.0,0.00107,11.37
8e-06,900,7e-06,1.1e-05,174000000.0,0.00107,11.44
8e-06,900,7e-06,1.2e-05,174000000.0,0.00108,11.5
8e-06,900,8e-06,5e-06,178000000.0,0.0011,10.89
8e-06,900,8e-06,6e-06,177000000.0,0.00111,11.4
8e-06,900,8e-06,7e-06,176000000.0,0.00112,11.7
8e-06,900,8e-06,8e-06,176000000.0,0.00113,11.89
8e-06,900,8e-06,9e-06,175000000.0,0.00113,12.03
8e-06,900,8e-06,1e-05,175000000.0,0.00114,12.13
8e-06,900,8e-06,1.1e-05,175000000.0,0.00114,12.21
8e-06,900,8e-06,1.2e-05,174000000.0,0.00115,12.27
8e-06,900,9e-06,5e-06,179000000.0,0.00116,11.28
8e-06,900,9e-06,6e-06,178000000.0,0.00117,11.9
8e-06,900,9e-06,7e-06,177000000.0,0.00118,12.26
8e-06,900,9e-06,8e-06,176000000.0,0.00119,12.49
8e-06,900,9e-06,9e-06,176000000.0,0.0012,12.65
8e-06,900,9e-06,1e-05,175000000.0,0.0012,12.76
8e-06,900,9e-06,1.1e-05,175000000.0,0.0012,12.85
8e-06,900,9e-06,1.2e-05,175000000.0,0.00121,12.92
8e-06,900,1e-05,5e-06,181000000.0,0.00121,11.54
8e-06,900,1e-05,6e-06,179000000.0,0.00123,12.3
8e-06,900,1e-05,7e-06,178000000.0,0.00124,12.72
8e-06,900,1e-05,8e-06,177000000.0,0.00124,12.99
8e-06,900,1e-05,9e-06,176000000.0,0.00125,13.17
8e-06,900,1e-05,1e-05,176000000.0,0.00125,13.3
8e-06,900,1e-05,1.1e-05,175000000.0,0.00126,13.4
8e-06,900,1e-05,1.2e-05,175000000.0,0.00126,13.48
8e-06,900,1.1e-05,5e-06,182000000.0,0.00126,11.71
8e-06,900,1.1e-05,6e-06,180000000.0,0.00127,12.61
8e-06,900,1.1e-05,7e-06,179000000.0,0.00128,13.1
8e-06,900,1.1e-05,8e-06,178000000.0,0.00129,13.41
8e-06,900,1.1e-05,9e-06,177000000.0,0.0013,13.61
8e-06,900,1.1e-05,1e-05,176000000.0,0.0013,13.76
8e-06,900,1.1e-05,1.1e-05,176000000.0,0.00131,13.87
8e-06,900,1.1e-05,1.2e-05,175000000.0,0.00131,13.96
8e-06,900,1.2e-05,5e-06,183000000.0,0.0013,11.8
8e-06,900,1.2e-05,6e-06,181000000.0,0.00131,12.84
8e-06,900,1.2e-05,7e-06,179000000.0,0.00133,13.41
8e-06,900,1.2e-05,8e-06,178000000.0,0.00134,13.76
8e-06,900,1.2e-05,9e-06,177000000.0,0.00134,14.0
8e-06,900,1.2e-05,1e-05,177000000.0,0.00135,14.16
8e-06,900,1.2e-05,1.1e-05,176000000.0,0.00135,14.29
8e-06,900,1.2e-05,1.2e-05,176000000.0,0.00136,14.38
8e-06,900,1.3e-05,5e-06,185000000.0,0.00133,11.82
8e-06,900,1.3e-05,6e-06,182000000.0,0.00135,13.01
8e-06,900,1.3e-05,7e-06,180000000.0,0.00137,13.67
8e-06,900,1.3e-05,8e-06,179000000.0,0.00138,14.07
8e-06,900,1.3e-05,9e-06,178000000.0,0.00138,14.33
8e-06,900,1.3e-05,1e-05,177000000.0,0.00139,14.51
8e-06,900,1.3e-05,1.1e-05,177000000.0,0.00139,14.65
8e-06,900,1.3e-05,1.2e-05,176000000.0,0.0014,14.76
8e-06,900,1.4e-05,5e-06,186000000.0,0.00136,11.79
8e-06,900,1.4e-05,6e-06,183000000.0,0.00139,13.12
8e-06,900,1.4e-05,7e-06,181000000.0,0.0014,13.87
8e-06,900,1.4e-05,8e-06,180000000.0,0.00141,14.32
8e-06,900,1.4e-05,9e-06,179000000.0,0.00142,14.62
8e-06,900,1.4e-05,1e-05,178000000.0,0.00142,14.82
8e-06,900,1.4e-05,1.1e-05,177000000.0,0.00143,14.97
8e-06,900,1.4e-05,1.2e-05,177000000.0,0.00143,15.09
8e-06,900,1.5e-05,5e-06,188000000.0,0.00139,11.7
8e-06,900,1.5e-05,6e-06,184000000.0,0.00142,13.19
8e-06,900,1.5e-05,7e-06,182000000.0,0.00143,14.04
8e-06,900,1.5e-05,8e-06,180000000.0,0.00144,14.54
8e-06,900,1.5e-05,9e-06,179000000.0,0.00145,14.87
8e-06,900,1.5e-05,1e-05,178000000.0,0.00146,15.09
8e-06,900,1.5e-05,1.1e-05,178000000.0,0.00146,15.26
8e-06,900,1.5e-05,1.2e-05,177000000.0,0.00147,15.38
8e-06,900,1.6e-05,5e-06,189000000.0,0.00142,11.59
8e-06,900,1.6e-05,6e-06,186000000.0,0.00145,13.23
8e-06,900,1.6e-05,7e-06,183000000.0,0.00146,14.16
8e-06,900,1.6e-05,8e-06,181000000.0,0.00148,14.72
8e-06,900,1.6e-05,9e-06,180000000.0,0.00148,15.08
8e-06,900,1.6e-05,1e-05,179000000.0,0.00149,15.33
8e-06,900,1.6e-05,1.1e-05,178000000.0,0.0015,15.51
8e-06,900,1.6e-05,1.2e-05,177000000.0,0.0015,15.65
8e-06,900,1.7e-05,5e-06,191000000.0,0.00145,11.44
8e-06,900,1.7e-05,6e-06,187000000.0,0.00147,13.23
8e-06,900,1.7e-05,7e-06,184000000.0,0.00149,14.26
8e-06,900,1.7e-05,8e-06,182000000.0,0.0015,14.87
8e-06,900,1.7e-05,9e-06,180000000.0,0.00151,15.27
8e-06,900,1.7e-05,1e-05,179000000.0,0.00152,15.54
8e-06,900,1.7e-05,1.1e-05,179000000.0,0.00152,15.74
8e-06,900,1.7e-05,1.2e-05,178000000.0,0.00153,15.88
8e-06,1000,6e-06,5e-06,158000000.0,0.00096,10.48
8e-06,1000,6e-06,6e-06,157000000.0,0.000969,10.82
8e-06,1000,6e-06,7e-06,157000000.0,0.000975,11.02
8e-06,1000,6e-06,8e-06,157000000.0,0.00098,11.16
8e-06,1000,6e-06,9e-06,156000000.0,0.000985,11.26
8e-06,1000,6e-06,1e-05,156000000.0,0.000988,11.34
8e-06,1000,6e-06,1.1e-05,156000000.0,0.000991,11.4
8e-06,1000,6e-06,1.2e-05,155000000.0,0.000994,11.45
8e-06,1000,7e-06,5e-06,159000000.0,0.00104,11.18
8e-06,1000,7e-06,6e-06,158000000.0,0.00105,11.61
8e-06,1000,7e-06,7e-06,158000000.0,0.00105,11.86
8e-06,1000,7e-06,8e-06,157000000.0,0.00106,12.03
8e-06,1000,7e-06,9e-06,157000000.0,0.00106,12.15
8e-06,1000,7e-06,1e-05,156000000.0,0.00107,12.24
8e-06,1000,7e-06,1.1e-05,156000000.0,0.00107,12.32
8e-06,1000,7e-06,1.2e-05,156000000.0,0.00107,12.37
8e-06,1000,8e-06,5e-06,160000000.0,0.0011,11.68
8e-06,1000,8e-06,6e-06,159000000.0,0.00111,12.23
8e-06,1000,8e-06,7e-06,158000000.0,0.00112,12.54
8e-06,1000,8e-06,8e-06,158000000.0,0.00113,12.74
8e-06,1000,8e-06,9e-06,157000000.0,0.00113,12.88
8e-06,1000,8e-06,1e-05,157000000.0,0.00114,12.99
8e-06,1000,8e-06,1.1e-05,156000000.0,0.00114,13.07
8e-06,1000,8e-06,1.2e-05,156000000.0,0.00114,13.14
8e-06,1000,9e-06,5e-06,161000000.0,0.00116,12.03
8e-06,1000,9e-06,6e-06,160000000.0,0.00117,12.71
8e-06,1000,9e-06,7e-06,159000000.0,0.00118,13.09
8e-06,1000,9e-06,8e-06,158000000.0,0.00119,13.33
8e-06,1000,9e-06,9e-06,158000000.0,0.00119,13.49
8e-06,1000,9e-06,1e-05,157000000.0,0.0012,13.61
8e-06,1000,9e-06,1.1e-05,157000000.0,0.0012,13.71
8e-06,1000,9e-06,1.2e-05,157000000.0,0.0012,13.78
8e-06,1000,1e-05,5e-06,162000000.0,0.00121,12.26
8e-06,1000,1e-05,6e-06,161000000.0,0.00122,13.08
8e-06,1000,1e-05,7e-06,160000000.0,0.00123,13.53
8e-06,1000,1e-05,8e-06,159000000.0,0.00124,13.81
8e-06,1000,1e-05,9e-06,158000000.0,0.00125,14.0
8e-06,1000,1e-05,1e-05,158000000.0,0.00125,14.14
8e-06,1000,1e-05,1.1e-05,157000000.0,0.00126,14.25
8e-06,1000,1e-05,1.2e-05,157000000.0,0.00126,14.33
8e-06,1000,1.1e-05,5e-06,164000000.0,0.00125,12.4
8e-06,1000,1.1e-05,6e-06,162000000.0,0.00127,13.36
8e-06,1000,1.1e-05,7e-06,160000000.0,0.00128,13.89
8e-06,1000,1.1e-05,8e-06,159000000.0,0.00129,14.22
8e-06,1000,1.1e-05,9e-06,159000000.0,0.0013,14.44
8e-06,1000,1.1e-05,1e-05,158000000.0,0.0013,14.6
8e-06,1000,1.1e-05,1.1e-05,158000000.0,0.00131,14.72
8e-06,1000,1.1e-05,1.2e-05,157000000.0,0.00131,14.81
8e-06,1000,1.2e-05,5e-06,165000000.0,0.00129,12.45
8e-06,1000,1.2e-05,6e-06,163000000.0,0.00131,13.55
8e-06,1000,1.2e-05,7e-06,161000000.0,0.00132,14.18
8e-06,1000,1.2e-05,8e-06,160000000.0,0.00133,14.56
8e-06,1000,1.2e-05,9e-06,159000000.0,0.00134,14.81
8e-06,1000,1.2e-05,1e-05,159000000.0,0.00135,14.99
8e-06,1000,1.2e-05,1.1e-05,158000000.0,0.00135,15.12
8e-06,1000,1.2e-05,1.2e-05,158000000.0,0.00135,15.22
8e-06,1000,1.3e-05,5e-06,166000000.0,0.00133,12.42
8e-06,1000,1.3e-05,6e-06,164000000.0,0.00135,13.69
8e-06,1000,1.3e-05,7e-06,162000000.0,0.00136,14.41
8e-06,1000,1.3e-05,8e-06,161000000.0,0.00137,14.84
8e-06,1000,1.3e-05,9e-06,160000000.0,0.00138,15.13
8e-06,1000,1.3e-05,1e-05,159000000.0,0.00139,15.33
8e-06,1000,1.3e-05,1.1e-05,159000000.0,0.00139,15.47
8e-06,1000,1.3e-05,1.2e-05,158000000.0,0.00139,15.59
8e-06,1000,1.4e-05,5e-06,168000000.0,0.00136,12.35
8e-06,1000,1.4e-05,6e-06,165000000.0,0.00138,13.78
8e-06,1000,1.4e-05,7e-06,163000000.0,0.0014,14.59
8e-06,1000,1.4e-05,8e-06,162000000.0,0.00141,15.08
8e-06,1000,1.4e-05,9e-06,161000000.0,0.00142,15.4
8e-06,1000,1.4e-05,1e-05,160000000.0,0.00142,15.62
8e-06,1000,1.4e-05,1.1e-05,159000000.0,0.00143,15.78
8e-06,1000,1.4e-05,1.2e-05,159000000.0,0.00143,15.91
8e-06,1000,1.5e-05,5e-06,170000000.0,0.00139,12.23
8e-06,1000,1.5e-05,6e-06,166000000.0,0.00141,13.82
8e-06,1000,1.5e-05,7e-06,164000000.0,0.00143,14.72
8e-06,1000,1.5e-05,8e-06,162000000.0,0.00144,15.27
8e-06,1000,1.5e-05,9e-06,161000000.0,0.00145,15.63
8e-06,1000,1.5e-05,1e-05,160000000.0,0.00146,15.88
8e-06,1000,1.5e-05,1.1e-05,160000000.0,0.00146,16.06
8e-06,1000,1.5e-05,1.2e-05,159000000.0,0.00147,16.19
8e-06,1000,1.6e-05,5e-06,171000000.0,0.00141,12.07
8e-06,1000,1.6e-05,6e-06,167000000.0,0.00144,13.81
8e-06,1000,1.6e-05,7e-06,165000000.0,0.00146,14.81
8e-06,1000,1.6e-05,8e-06,163000000.0,0.00147,15.43
8e-06,1000,1.6e-05,9e-06,162000000.0,0.00148,15.83
8e-06,1000,1.6e-05,1e-05,161000000.0,0.00149,16.1
8e-06,1000,1.6e-05,1.1e-05,160000000.0,0.00149,16.3
8e-06,1000,1.6e-05,1.2e-05,160000000.0,0.0015,16.45
8e-06,1000,1.7e-05,5e-06,173000000.0,0.00144,11.89
8e-06,1000,1.7e-05,6e-06,169000000.0,0.00147,13.77
8e-06,1000,1.7e-05,7e-06,166000000.0,0.00149,14.88
8e-06,1000,1.7e-05,8e-06,164000000.0,0.0015,15.56
8e-06,1000,1.7e-05,9e-06,163000000.0,0.00151,16.0
8e-06,1000,1.7e-05,1e-05,162000000.0,0.00152,16.3
8e-06,1000,1.7e-05,1.1e-05,161000000.0,0.00152,16.51
8e-06,1000,1.7e-05,1.2e-05,160000000.0,0.00153,16.67
8e-06,1100,6e-06,5e-06,144000000.0,0.000958,11.23
8e-06,1100,6e-06,6e-06,144000000.0,0.000968,11.58
8e-06,1100,6e-06,7e-06,143000000.0,0.000974,11.8
8e-06,1100,6e-06,8e-06,143000000.0,0.000979,11.94
8e-06,1100,6e-06,9e-06,143000000.0,0.000983,12.05
8e-06,1100,6e-06,1e-05,142000000.0,0.000987,12.13
8e-06,1100,6e-06,1.1e-05,142000000.0,0.00099,12.19
8e-06,1100,6e-06,1.2e-05,142000000.0,0.000993,12.24
8e-06,1100,7e-06,5e-06,145000000.0,0.00103,11.9
8e-06,1100,7e-06,6e-06,144000000.0,0.00104,12.36
8e-06,1100,7e-06,7e-06,144000000.0,0.00105,12.63
8e-06,1100,7e-06,8e-06,143000000.0,0.00106,12.81
8e-06,1100,7e-06,9e-06,143000000.0,0.00106,12.93
8e-06,1100,7e-06,1e-05,143000000.0,0.00107,13.03
8e-06,1100,7e-06,1.1e-05,143000000.0,0.00107,13.1
8e-06,1100,7e-06,1.2e-05,142000000.0,0.00107,13.16
8e-06,1100,8e-06,5e-06,146000000.0,0.0011,12.37
8e-06,1100,8e-06,6e-06,145000000.0,0.00111,12.96
8e-06,1100,8e-06,7e-06,145000000.0,0.00112,13.29
8e-06,1100,8e-06,8e-06,144000000.0,0.00113,13.5
8e-06,1100,8e-06,9e-06,144000000.0,0.00113,13.65
8e-06,1100,8e-06,1e-05,143000000.0,0.00114,13.76
8e-06,1100,8e-06,1.1e-05,143000000.0,0.00114,13.85
8e-06,1100,8e-06,1.2e-05,143000000.0,0.00114,13.92
8e-06,1100,9e-06,5e-06,147000000.0,0.00115,12.69
8e-06,1100,9e-06,6e-06,146000000.0,0.00117,13.41
8e-06,1100,9e-06,7e-06,145000000.0,0.00118,13.82
8e-06,1100,9e-06,8e-06,145000000.0,0.00119,14.07
8e-06,1100,9e-06,9e-06,144000000.0,0.00119,14.25
8e-06,1100,9e-06,1e-05,144000000.0,0.0012,14.38
8e-06,1100,9e-06,1.1e-05,143000000.0,0.0012,14.48
8e-06,1100,9e-06,1.2e-05,143000000.0,0.0012,14.55
8e-06,1100,1e-05,5e-06,149000000.0,0.0012,12.89
8e-06,1100,1e-05,6e-06,147000000.0,0.00122,13.75
8e-06,1100,1e-05,7e-06,146000000.0,0.00123,14.24
8e-06,1100,1e-05,8e-06,145000000.0,0.00124,14.54
8e-06,1100,1e-05,9e-06,145000000.0,0.00125,14.75
8e-06,1100,1e-05,1e-05,144000000.0,0.00125,14.9
8e-06,1100,1e-05,1.1e-05,144000000.0,0.00125,15.01
8e-06,1100,1e-05,1.2e-05,144000000.0,0.00126,15.1
8e-06,1100,1.1e-05,5e-06,150000000.0,0.00125,12.98
8e-06,1100,1.1e-05,6e-06,148000000.0,0.00127,14.0
8e-06,1100,1.1e-05,7e-06,147000000.0,0.00128,14.58
8e-06,1100,1.1e-05,8e-06,146000000.0,0.00129,14.93
8e-06,1100,1.1e-05,9e-06,145000000.0,0.00129,15.17
8e-06,1100,1.1e-05,1e-05,145000000.0,0.0013,15.34
8e-06,1100,1.1e-05,1.1e-05,144000000.0,0.0013,15.46
8e-06,1100,1.1e-05,1.2e-05,144000000.0,0.00131,15.56
8e-06,1100,1.2e-05,5e-06,151000000.0,0.00129,12.98
8e-06,1100,1.2e-05,6e-06,149000000.0,0.00131,14.17
8e-06,1100,1.2e-05,7e-06,148000000.0,0.00132,14.84
8e-06,1100,1.2e-05,8e-06,147000000.0,0.00133,15.25
8e-06,1100,1.2e-05,9e-06,146000000.0,0.00134,15.52
8e-06,1100,1.2e-05,1e-05,145000000.0,0.00134,15.71
8e-06,1100,1.2e-05,1.1e-05,145000000.0,0.00135,15.86
8e-06,1100,1.2e-05,1.2e-05,144000000.0,0.00135,15.97
8e-06,1100,1.3e-05,5e-06,153000000.0,0.00132,12.91
8e-06,1100,1.3e-05,6e-06,150000000.0,0.00135,14.27
8e-06,1100,1.3e-05,7e-06,148000000.0,0.00136,15.04
8e-06,1100,1.3e-05,8e-06,147000000.0,0.00137,15.51
8e-06,1100,1.3e-05,9e-06,146000000.0,0.00138,15.82
8e-06,1100,1.3e-05,1e-05,146000000.0,0.00138,16.04
8e-06,1100,1.3e-05,1.1e-05,145000000.0,0.00139,16.2
8e-06,1100,1.3e-05,1.2e-05,145000000.0,0.00139,16.32
8e-06,1100,1.4e-05,5e-06,154000000.0,0.00135,12.79
8e-06,1100,1.4e-05,6e-06,151000000.0,0.00138,14.31
8e-06,1100,1.4e-05,7e-06,149000000.0,0.0014,15.18
8e-06,1100,1.4e-05,8e-06,148000000.0,0.00141,15.72
8e-06,1100,1.4e-05,9e-06,147000000.0,0.00141,16.07
8e-06,1100,1.4e-05,1e-05,146000000.0,0.00142,16.31
8e-06,1100,1.4e-05,1.1e-05,146000000.0,0.00142,16.49
8e-06,1100,1.4e-05,1.2e-05,145000000.0,0.00143,16.63
8e-06,1100,1.5e-05,5e-06,156000000.0,0.00138,12.62
8e-06,1100,1.5e-05,6e-06,153000000.0,0.00141,14.3
8e-06,1100,1.5e-05,7e-06,151000000.0,0.00143,15.28
8e-06,1100,1.5e-05,8e-06,149000000.0,0.00144,15.89
8e-06,1100,1.5e-05,9e-06,148000000.0,0.00145,16.28
8e-06,1100,1.5e-05,1e-05,147000000.0,0.00145,16.55
8e-06,1100,1.5e-05,1.1e-05,146000000.0,0.00146,16.75
8e-06,1100,1.5e-05,1.2e-05,146000000.0,0.00146,16.9
8e-06,1100,1.6e-05,5e-06,158000000.0,0.00141,12.42
8e-06,1100,1.6e-05,6e-06,154000000.0,0.00144,14.25
8e-06,1100,1.6e-05,7e-06,152000000.0,0.00146,15.34
8e-06,1100,1.6e-05,8e-06,150000000.0,0.00147,16.02
8e-06,1100,1.6e-05,9e-06,149000000.0,0.00148,16.45
8e-06,1100,1.6e-05,1e-05,148000000.0,0.00148,16.75
8e-06,1100,1.6e-05,1.1e-05,147000000.0,0.00149,16.97
8e-06,1100,1.6e-05,1.2e-05,146000000.0,0.00149,17.13
8e-06,1100,1.7e-05,5e-06,159000000.0,0.00143,12.19
8e-06,1100,1.7e-05,6e-06,156000000.0,0.00146,14.16
8e-06,1100,1.7e-05,7e-06,153000000.0,0.00148,15.36
8e-06,1100,1.7e-05,8e-06,151000000.0,0.0015,16.11
8e-06,1100,1.7e-05,9e-06,149000000.0,0.00151,16.59
8e-06,1100,1.7e-05,1e-05,148000000.0,0.00151,16.92
8e-06,1100,1.7e-05,1.1e-05,148000000.0,0.00152,17.16
8e-06,1100,1.7e-05,1.2e-05,147000000.0,0.00152,17.34
8e-06,1200,6e-06,5e-06,134000000.0,0.000957,11.91
8e-06,1200,6e-06,6e-06,133000000.0,0.000966,12.28
8e-06,1200,6e-06,7e-06,133000000.0,0.000973,12.5
8e-06,1200,6e-06,8e-06,132000000.0,0.000978,12.65
8e-06,1200,6e-06,9e-06,132000000.0,0.000982,12.76
8e-06,1200,6e-06,1e-05,132000000.0,0.000986,12.84
8e-06,1200,6e-06,1.1e-05,132000000.0,0.000989,12.91
8e-06,1200,6e-06,1.2e-05,131000000.0,0.000991,12.96
8e-06,1200,7e-06,5e-06,135000000.0,0.00103,12.55
8e-06,1200,7e-06,6e-06,134000000.0,0.00104,13.03
8e-06,1200,7e-06,7e-06,133000000.0,0.00105,13.32
8e-06,1200,7e-06,8e-06,133000000.0,0.00106,13.5
8e-06,1200,7e-06,9e-06,133000000.0,0.00106,13.63
8e-06,1200,7e-06,1e-05,132000000.0,0.00106,13.73
8e-06,1200,7e-06,1.1e-05,132000000.0,0.00107,13.81
8e-06,1200,7e-06,1.2e-05,132000000.0,0.00107,13.87
8e-06,1200,8e-06,5e-06,136000000.0,0.0011,12.99
8e-06,1200,8e-06,6e-06,135000000.0,0.00111,13.6
8e-06,1200,8e-06,7e-06,134000000.0,0.00112,13.96
8e-06,1200,8e-06,8e-06,133000000.0,0.00112,14.18
8e-06,1200,8e-06,9e-06,133000000.0,0.00113,14.34
8e-06,1200,8e-06,1e-05,133000000.0,0.00113,14.46
8e-06,1200,8e-06,1.1e-05,133000000.0,0.00114,14.55
8e-06,1200,8e-06,1.2e-05,132000000.0,0.00114,14.62
8e-06,1200,9e-06,5e-06,137000000.0,0.00115,13.27
8e-06,1200,9e-06,6e-06,135000000.0,0.00117,14.03
8e-06,1200,9e-06,7e-06,135000000.0,0.00118,14.46
8e-06,1200,9e-06,8e-06,134000000.0,0.00118,14.74
8e-06,1200,9e-06,9e-06,134000000.0,0.00119,14.93
8e-06,1200,9e-06,1e-05,133000000.0,0.00119,15.06
8e-06,1200,9e-06,1.1e-05,133000000.0,0.0012,15.17
8e-06,1200,9e-06,1.2e-05,133000000.0,0.0012,15.25
8e-06,1200,1e-05,5e-06,138000000.0,0.0012,13.42
8e-06,1200,1e-05,6e-06,136000000.0,0.00122,14.34
8e-06,1200,1e-05,7e-06,135000000.0,0.00123,14.86
8e-06,1200,1e-05,8e-06,135000000.0,0.00124,15.19
8e-06,1200,1e-05,9e-06,134000000.0,0.00124,15.41
8e-06,1200,1e-05,1e-05,134000000.0,0.00125,15.57
