C1,C2,Ld,Lg,Ls,WN1,WN2,GTMax,S11Min,NFMin,Bandwidth,PowerConsumption
6e-13,3e-13,3e-09,8.4e-09,8e-10,5e-06,5.75e-06,13.36,-11.68,1.873,5010000000.0,0.0157
6e-13,3e-13,3e-09,8.4e-09,8e-10,5e-06,6e-06,13.38,-11.6,1.871,4990000000.0,0.0158
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.25e-06,5e-06,13.51,-12.54,1.876,4910000000.0,0.0162
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.25e-06,5.25e-06,13.54,-12.45,1.873,4890000000.0,0.0163
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.25e-06,5.5e-06,13.56,-12.37,1.871,4870000000.0,0.0163
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.25e-06,5.75e-06,13.59,-12.29,1.869,4850000000.0,0.0163
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.25e-06,6e-06,13.61,-12.21,1.868,4820000000.0,0.0164
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.5e-06,5e-06,13.72,-13.14,1.872,4760000000.0,0.0168
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.5e-06,5.25e-06,13.75,-13.05,1.869,4740000000.0,0.0169
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.5e-06,5.5e-06,13.78,-12.97,1.867,4720000000.0,0.0169
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.5e-06,5.75e-06,13.8,-12.9,1.865,4700000000.0,0.0169
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.5e-06,6e-06,13.83,-12.83,1.864,4680000000.0,0.017
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.75e-06,5e-06,13.91,-13.72,1.871,4620000000.0,0.0174
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.75e-06,5.25e-06,13.94,-13.65,1.868,4610000000.0,0.0174
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.75e-06,5.5e-06,13.97,-13.58,1.866,4590000000.0,0.0175
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.75e-06,5.75e-06,14.0,-13.51,1.864,4570000000.0,0.0175
6e-13,3e-13,3e-09,8.4e-09,8e-10,5.75e-06,6e-06,14.02,-13.45,1.862,4550000000.0,0.0176
6e-13,3e-13,3e-09,8.4e-09,8e-10,6e-06,5e-06,14.09,-14.28,1.869,4510000000.0,0.018
6e-13,3e-13,3e-09,8.4e-09,8e-10,6e-06,5.25e-06,14.12,-14.23,1.866,4490000000.0,0.018
6e-13,3e-13,3e-09,8.4e-09,8e-10,6e-06,5.5e-06,14.15,-14.18,1.864,4470000000.0,0.0181
6e-13,3e-13,3e-09,8.4e-09,8e-10,6e-06,5.75e-06,14.17,-14.13,1.862,4460000000.0,0.0181
6e-13,3e-13,3e-09,8.4e-09,8e-10,6e-06,6e-06,14.2,-14.07,1.86,4440000000.0,0.0182
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5e-06,5e-06,13.71,-13.59,1.825,5290000000.0,0.0156
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5e-06,5.25e-06,13.73,-13.58,1.823,5280000000.0,0.0157
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5e-06,5.5e-06,13.76,-13.56,1.821,5260000000.0,0.0157
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5e-06,5.75e-06,13.78,-13.54,1.82,5250000000.0,0.0157
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5e-06,6e-06,13.8,-13.52,1.818,5230000000.0,0.0158
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.25e-06,5e-06,13.95,-13.8,1.823,5090000000.0,0.0162
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.25e-06,5.25e-06,13.98,-13.82,1.821,5080000000.0,0.0163
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.25e-06,5.5e-06,14.0,-13.84,1.819,5070000000.0,0.0163
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.25e-06,5.75e-06,14.02,-13.85,1.817,5060000000.0,0.0163
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.25e-06,6e-06,14.04,-13.85,1.815,5040000000.0,0.0164
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.5e-06,5e-06,14.17,-14.05,1.822,4920000000.0,0.0168
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.5e-06,5.25e-06,14.2,-14.02,1.82,4910000000.0,0.0169
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.5e-06,5.5e-06,14.22,-14.01,1.818,4900000000.0,0.0169
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.5e-06,5.75e-06,14.24,-14.05,1.816,4890000000.0,0.0169
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.5e-06,6e-06,14.26,-14.08,1.815,4880000000.0,0.017
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.75e-06,5e-06,14.37,-14.35,1.822,4770000000.0,0.0174
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.75e-06,5.25e-06,14.39,-14.35,1.819,4760000000.0,0.0174
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.75e-06,5.5e-06,14.42,-14.35,1.817,4750000000.0,0.0175
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.75e-06,5.75e-06,14.44,-14.34,1.815,4740000000.0,0.0175
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,5.75e-06,6e-06,14.46,-14.33,1.813,4730000000.0,0.0176
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,6e-06,5e-06,14.55,-14.56,1.822,4630000000.0,0.018
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,6e-06,5.25e-06,14.58,-14.6,1.82,4630000000.0,0.018
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,6e-06,5.5e-06,14.6,-14.63,1.818,4620000000.0,0.0181
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,6e-06,5.75e-06,14.63,-14.65,1.816,4610000000.0,0.0181
6e-13,3e-13,3e-09,9.4e-09,7.47e-10,6e-06,6e-06,14.65,-14.67,1.814,4600000000.0,0.0182
6e-13,3e-13,3e-09,9.4e-09,6e-10,5e-06,5e-06,14.35,-16.49,1.784,5770000000.0,0.0156
6e-13,3e-13,3e-09,9.4e-09,6e-10,5e-06,5.25e-06,14.37,-16.48,1.781,5770000000.0,0.0157
6e-13,3e-13,3e-09,9.4e-09,6e-10,5e-06,5.5e-06,14.39,-16.47,1.779,5770000000.0,0.0157
6e-13,3e-13,3e-09,9.4e-09,6e-10,5e-06,5.75e-06,14.41,-16.45,1.777,5760000000.0,0.0157
6e-13,3e-13,3e-09,9.4e-09,6e-10,5e-06,6e-06,14.43,-16.43,1.776,5760000000.0,0.0158
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.25e-06,5e-06,14.62,-16.84,1.782,5530000000.0,0.0162
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.25e-06,5.25e-06,14.64,-16.74,1.779,5530000000.0,0.0163
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.25e-06,5.5e-06,14.67,-16.64,1.777,5530000000.0,0.0163
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.25e-06,5.75e-06,14.69,-16.54,1.776,5530000000.0,0.0163
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.25e-06,6e-06,14.71,-16.45,1.774,5520000000.0,0.0164
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.5e-06,5e-06,14.87,-17.12,1.784,5320000000.0,0.0168
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.5e-06,5.25e-06,14.89,-17.09,1.782,5320000000.0,0.0169
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.5e-06,5.5e-06,14.92,-17.05,1.779,5320000000.0,0.0169
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.5e-06,5.75e-06,14.94,-17.0,1.777,5320000000.0,0.0169
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.5e-06,6e-06,14.96,-16.95,1.776,5310000000.0,0.017
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.75e-06,5e-06,15.09,-17.22,1.784,5130000000.0,0.0174
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.75e-06,5.25e-06,15.12,-17.12,1.781,5130000000.0,0.0174
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.75e-06,5.5e-06,15.15,-17.15,1.779,5130000000.0,0.0175
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.75e-06,5.75e-06,15.18,-17.16,1.777,5120000000.0,0.0175
6e-13,3e-13,3e-09,9.4e-09,6e-10,5.75e-06,6e-06,15.2,-17.16,1.776,5120000000.0,0.0176
6e-13,3e-13,3e-09,9.4e-09,6e-10,6e-06,5e-06,15.31,-17.71,1.786,4950000000.0,0.018
6e-13,3e-13,3e-09,9.4e-09,6e-10,6e-06,5.25e-06,15.34,-17.62,1.784,4950000000.0,0.018
6e-13,3e-13,3e-09,9.4e-09,6e-10,6e-06,5.5e-06,15.37,-17.53,1.781,4950000000.0,0.0181
6e-13,3e-13,3e-09,9.4e-09,6e-10,6e-06,5.75e-06,15.39,-17.43,1.779,4950000000.0,0.0181
6e-13,3e-13,3e-09,9.4e-09,6e-10,6e-06,6e-06,15.41,-17.33,1.777,4950000000.0,0.0182
6e-13,3e-13,3e-09,9.4e-09,7e-10,5e-06,5e-06,13.91,-14.18,1.811,5450000000.0,0.0156
6e-13,3e-13,3e-09,9.4e-09,7e-10,5e-06,5.25e-06,13.93,-14.2,1.809,5440000000.0,0.0157
6e-13,3e-13,3e-09,9.4e-09,7e-10,5e-06,5.5e-06,13.96,-14.21,1.808,5430000000.0,0.0157
6e-13,3e-13,3e-09,9.4e-09,7e-10,5e-06,5.75e-06,13.98,-14.21,1.806,5410000000.0,0.0157
6e-13,3e-13,3e-09,9.4e-09,7e-10,5e-06,6e-06,14.0,-14.22,1.805,5400000000.0,0.0158
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.25e-06,5e-06,14.16,-14.5,1.809,5230000000.0,0.0162
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.25e-06,5.25e-06,14.19,-14.47,1.807,5220000000.0,0.0163
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.25e-06,5.5e-06,14.21,-14.43,1.805,5210000000.0,0.0163
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.25e-06,5.75e-06,14.23,-14.39,1.803,5200000000.0,0.0163
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.25e-06,6e-06,14.26,-14.35,1.801,5190000000.0,0.0164
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.5e-06,5e-06,14.39,-14.75,1.81,5040000000.0,0.0168
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.5e-06,5.25e-06,14.42,-14.75,1.807,5040000000.0,0.0169
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.5e-06,5.5e-06,14.44,-14.74,1.805,5030000000.0,0.0169
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.5e-06,5.75e-06,14.47,-14.73,1.804,5020000000.0,0.0169
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.5e-06,6e-06,14.49,-14.72,1.802,5010000000.0,0.017
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.75e-06,5e-06,14.6,-14.91,1.809,4880000000.0,0.0174
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.75e-06,5.25e-06,14.63,-14.9,1.806,4870000000.0,0.0174
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.75e-06,5.5e-06,14.65,-14.93,1.804,4860000000.0,0.0175
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.75e-06,5.75e-06,14.68,-14.96,1.802,4860000000.0,0.0175
6e-13,3e-13,3e-09,9.4e-09,7e-10,5.75e-06,6e-06,14.7,-14.97,1.8,4850000000.0,0.0176
6e-13,3e-13,3e-09,9.4e-09,7e-10,6e-06,5e-06,14.79,-15.27,1.811,4730000000.0,0.018
6e-13,3e-13,3e-09,9.4e-09,7e-10,6e-06,5.25e-06,14.82,-15.24,1.808,4720000000.0,0.018
6e-13,3e-13,3e-09,9.4e-09,7e-10,6e-06,5.5e-06,14.84,-15.2,1.806,4720000000.0,0.0181
6e-13,3e-13,3e-09,9.4e-09,7e-10,6e-06,5.75e-06,14.87,-15.16,1.804,4710000000.0,0.0181
6e-13,3e-13,3e-09,9.4e-09,7e-10,6e-06,6e-06,14.89,-15.12,1.803,4700000000.0,0.0182
6e-13,3e-13,3e-09,9.4e-09,8e-10,5e-06,5e-06,13.48,-12.89,1.842,5110000000.0,0.0156
6e-13,3e-13,3e-09,9.4e-09,8e-10,5e-06,5.25e-06,13.51,-12.85,1.839,5100000000.0,0.0157
6e-13,3e-13,3e-09,9.4e-09,8e-10,5e-06,5.5e-06,13.53,-12.82,1.838,5080000000.0,0.0157
6e-13,3e-13,3e-09,9.4e-09,8e-10,5e-06,5.75e-06,13.55,-12.79,1.836,5070000000.0,0.0157
6e-13,3e-13,3e-09,9.4e-09,8e-10,5e-06,6e-06,13.57,-12.75,1.835,5050000000.0,0.0158
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.25e-06,5e-06,13.71,-13.26,1.84,4940000000.0,0.0162
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.25e-06,5.25e-06,13.74,-13.26,1.837,4930000000.0,0.0163
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.25e-06,5.5e-06,13.76,-13.24,1.835,4910000000.0,0.0163
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.25e-06,5.75e-06,13.78,-13.23,1.833,4900000000.0,0.0163
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.25e-06,6e-06,13.8,-13.21,1.832,4880000000.0,0.0164
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.5e-06,5e-06,13.92,-13.56,1.837,4780000000.0,0.0168
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.5e-06,5.25e-06,13.94,-13.59,1.835,4770000000.0,0.0169
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.5e-06,5.5e-06,13.97,-13.6,1.833,4760000000.0,0.0169
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.5e-06,5.75e-06,13.99,-13.61,1.831,4750000000.0,0.0169
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.5e-06,6e-06,14.02,-13.62,1.83,4730000000.0,0.017
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.75e-06,5e-06,14.11,-13.79,1.837,4650000000.0,0.0174
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.75e-06,5.25e-06,14.14,-13.84,1.834,4640000000.0,0.0174
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.75e-06,5.5e-06,14.16,-13.89,1.832,4620000000.0,0.0175
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.75e-06,5.75e-06,14.19,-13.92,1.83,4610000000.0,0.0175
6e-13,3e-13,3e-09,9.4e-09,8e-10,5.75e-06,6e-06,14.21,-13.96,1.828,4590000000.0,0.0176
6e-13,3e-13,3e-09,9.4e-09,8e-10,6e-06,5e-06,14.28,-14.07,1.836,4520000000.0,0.018
6e-13,3e-13,3e-09,9.4e-09,8e-10,6e-06,5.25e-06,14.31,-14.07,1.834,4510000000.0,0.018
6e-13,3e-13,3e-09,9.4e-09,8e-10,6e-06,5.5e-06,14.34,-14.1,1.832,4500000000.0,0.0181
6e-13,3e-13,3e-09,9.4e-09,8e-10,6e-06,5.75e-06,14.37,-14.17,1.83,4490000000.0,0.0181
6e-13,3e-13,3e-09,9.4e-09,8e-10,6e-06,6e-06,14.39,-14.23,1.828,4470000000.0,0.0182
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5e-06,5e-06,14.12,-13.08,1.774,5110000000.0,0.0156
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5e-06,5.25e-06,14.14,-13.03,1.772,5110000000.0,0.0157
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5e-06,5.5e-06,14.17,-12.99,1.77,5110000000.0,0.0157
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5e-06,5.75e-06,14.19,-12.95,1.768,5110000000.0,0.0157
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5e-06,6e-06,14.2,-12.97,1.766,5100000000.0,0.0158
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.25e-06,5e-06,14.37,-13.31,1.772,4920000000.0,0.0162
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.25e-06,5.25e-06,14.39,-13.29,1.77,4920000000.0,0.0163
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.25e-06,5.5e-06,14.42,-13.27,1.768,4920000000.0,0.0163
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.25e-06,5.75e-06,14.44,-13.25,1.766,4920000000.0,0.0163
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.25e-06,6e-06,14.46,-13.23,1.765,4910000000.0,0.0164
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.5e-06,5e-06,14.6,-13.41,1.774,4740000000.0,0.0168
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.5e-06,5.25e-06,14.62,-13.42,1.771,4750000000.0,0.0169
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.5e-06,5.5e-06,14.64,-13.43,1.769,4750000000.0,0.0169
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.5e-06,5.75e-06,14.66,-13.44,1.767,4740000000.0,0.0169
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.5e-06,6e-06,14.68,-13.44,1.766,4740000000.0,0.017
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.75e-06,5e-06,14.8,-13.71,1.774,4590000000.0,0.0174
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.75e-06,5.25e-06,14.82,-13.68,1.771,4600000000.0,0.0174
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.75e-06,5.5e-06,14.85,-13.64,1.769,4600000000.0,0.0175
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.75e-06,5.75e-06,14.87,-13.6,1.768,4600000000.0,0.0175
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,5.75e-06,6e-06,14.89,-13.56,1.766,4590000000.0,0.0176
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,6e-06,5e-06,14.98,-13.91,1.776,4460000000.0,0.018
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,6e-06,5.25e-06,15.01,-13.9,1.773,4460000000.0,0.018
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,6e-06,5.5e-06,15.03,-13.89,1.771,4460000000.0,0.0181
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,6e-06,5.75e-06,15.06,-13.88,1.769,4460000000.0,0.0181
6e-13,3e-13,3e-09,1.14e-08,7.47e-10,6e-06,6e-06,15.08,-13.86,1.767,4460000000.0,0.0182
6e-13,3e-13,3e-09,1.14e-08,6e-10,5e-06,5e-06,14.84,-16.3,1.736,5340000000.0,0.0156
6e-13,3e-13,3e-09,1.14e-08,6e-10,5e-06,5.25e-06,14.86,-16.21,1.734,5350000000.0,0.0157
6e-13,3e-13,3e-09,1.14e-08,6e-10,5e-06,5.5e-06,14.88,-16.11,1.732,5360000000.0,0.0157
6e-13,3e-13,3e-09,1.14e-08,6e-10,5e-06,5.75e-06,14.9,-16.01,1.731,5360000000.0,0.0157
6e-13,3e-13,3e-09,1.14e-08,6e-10,5e-06,6e-06,14.91,-15.92,1.729,5370000000.0,0.0158
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.25e-06,5e-06,15.12,-16.45,1.738,5120000000.0,0.0162
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.25e-06,5.25e-06,15.14,-16.43,1.736,5130000000.0,0.0163
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.25e-06,5.5e-06,15.16,-16.4,1.734,5140000000.0,0.0163
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.25e-06,5.75e-06,15.18,-16.36,1.733,5140000000.0,0.0163
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.25e-06,6e-06,15.2,-16.31,1.732,5150000000.0,0.0164
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.5e-06,5e-06,15.37,-16.7,1.74,4920000000.0,0.0168
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.5e-06,5.25e-06,15.4,-16.56,1.737,4930000000.0,0.0169
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.5e-06,5.5e-06,15.42,-16.43,1.735,4940000000.0,0.0169
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.5e-06,5.75e-06,15.44,-16.3,1.733,4950000000.0,0.0169
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.5e-06,6e-06,15.46,-16.31,1.732,4950000000.0,0.017
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.75e-06,5e-06,15.61,-17.02,1.743,4750000000.0,0.0174
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.75e-06,5.25e-06,15.63,-16.96,1.741,4760000000.0,0.0174
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.75e-06,5.5e-06,15.65,-16.89,1.739,4760000000.0,0.0175
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.75e-06,5.75e-06,15.67,-16.81,1.737,4770000000.0,0.0175
6e-13,3e-13,3e-09,1.14e-08,6e-10,5.75e-06,6e-06,15.69,-16.73,1.736,4780000000.0,0.0176
6e-13,3e-13,3e-09,1.14e-08,6e-10,6e-06,5e-06,15.82,-16.97,1.744,4590000000.0,0.018
6e-13,3e-13,3e-09,1.14e-08,6e-10,6e-06,5.25e-06,15.84,-16.98,1.742,4600000000.0,0.018
6e-13,3e-13,3e-09,1.14e-08,6e-10,6e-06,5.5e-06,15.86,-16.99,1.74,4610000000.0,0.0181
6e-13,3e-13,3e-09,1.14e-08,6e-10,6e-06,5.75e-06,15.88,-16.97,1.738,4610000000.0,0.0181
6e-13,3e-13,3e-09,1.14e-08,6e-10,6e-06,6e-06,15.9,-16.95,1.736,4620000000.0,0.0182
6e-13,3e-13,3e-09,1.14e-08,7e-10,5e-06,5e-06,14.35,-13.86,1.761,5190000000.0,0.0156
6e-13,3e-13,3e-09,1.14e-08,7e-10,5e-06,5.25e-06,14.37,-13.83,1.759,5190000000.0,0.0157
6e-13,3e-13,3e-09,1.14e-08,7e-10,5e-06,5.5e-06,14.39,-13.8,1.757,5200000000.0,0.0157
6e-13,3e-13,3e-09,1.14e-08,7e-10,5e-06,5.75e-06,14.41,-13.77,1.755,5200000000.0,0.0157
6e-13,3e-13,3e-09,1.14e-08,7e-10,5e-06,6e-06,14.42,-13.74,1.754,5200000000.0,0.0158
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.25e-06,5e-06,14.6,-13.95,1.761,4990000000.0,0.0162
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.25e-06,5.25e-06,14.62,-13.92,1.759,4990000000.0,0.0163
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.25e-06,5.5e-06,14.64,-13.93,1.757,5000000000.0,0.0163
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.25e-06,5.75e-06,14.66,-13.93,1.755,5000000000.0,0.0163
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.25e-06,6e-06,14.68,-13.93,1.754,4990000000.0,0.0164
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.5e-06,5e-06,14.83,-14.27,1.762,4810000000.0,0.0168
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.5e-06,5.25e-06,14.86,-14.23,1.76,4810000000.0,0.0169
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.5e-06,5.5e-06,14.88,-14.18,1.758,4820000000.0,0.0169
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.5e-06,5.75e-06,14.9,-14.13,1.756,4820000000.0,0.0169
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.5e-06,6e-06,14.92,-14.08,1.754,4810000000.0,0.017
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.75e-06,5e-06,15.05,-14.43,1.763,4650000000.0,0.0174
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.75e-06,5.25e-06,15.07,-14.42,1.761,4650000000.0,0.0174
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.75e-06,5.5e-06,15.1,-14.41,1.759,4650000000.0,0.0175
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.75e-06,5.75e-06,15.12,-14.39,1.757,4650000000.0,0.0175
6e-13,3e-13,3e-09,1.14e-08,7e-10,5.75e-06,6e-06,15.14,-14.37,1.756,4650000000.0,0.0176
6e-13,3e-13,3e-09,1.14e-08,7e-10,6e-06,5e-06,15.24,-14.62,1.765,4500000000.0,0.018
6e-13,3e-13,3e-09,1.14e-08,7e-10,6e-06,5.25e-06,15.27,-14.54,1.763,4510000000.0,0.018
6e-13,3e-13,3e-09,1.14e-08,7e-10,6e-06,5.5e-06,15.29,-14.5,1.76,4510000000.0,0.0181
6e-13,3e-13,3e-09,1.14e-08,7e-10,6e-06,5.75e-06,15.32,-14.51,1.758,4510000000.0,0.0181
6e-13,3e-13,3e-09,1.14e-08,7e-10,6e-06,6e-06,15.34,-14.52,1.757,4510000000.0,0.0182
6e-13,3e-13,3e-09,1.14e-08,8e-10,5e-06,5e-06,13.88,-12.44,1.789,5010000000.0,0.0156
6e-13,3e-13,3e-09,1.14e-08,8e-10,5e-06,5.25e-06,13.9,-12.44,1.786,5010000000.0,0.0157
6e-13,3e-13,3e-09,1.14e-08,8e-10,5e-06,5.5e-06,13.92,-12.44,1.784,5010000000.0,0.0157
6e-13,3e-13,3e-09,1.14e-08,8e-10,5e-06,5.75e-06,13.94,-12.44,1.782,5000000000.0,0.0157
6e-13,3e-13,3e-09,1.14e-08,8e-10,5e-06,6e-06,13.96,-12.43,1.781,4990000000.0,0.0158
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.25e-06,5e-06,14.12,-12.61,1.786,4830000000.0,0.0162
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.25e-06,5.25e-06,14.14,-12.58,1.783,4830000000.0,0.0163
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.25e-06,5.5e-06,14.16,-12.59,1.781,4830000000.0,0.0163
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.25e-06,5.75e-06,14.18,-12.6,1.78,4820000000.0,0.0163
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.25e-06,6e-06,14.2,-12.62,1.778,4820000000.0,0.0164
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.5e-06,5e-06,14.33,-12.87,1.788,4670000000.0,0.0168
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.5e-06,5.25e-06,14.35,-12.86,1.785,4670000000.0,0.0169
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.5e-06,5.5e-06,14.38,-12.84,1.783,4670000000.0,0.0169
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.5e-06,5.75e-06,14.4,-12.83,1.781,4670000000.0,0.0169
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.5e-06,6e-06,14.42,-12.81,1.779,4660000000.0,0.017
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.75e-06,5e-06,14.52,-13.04,1.786,4530000000.0,0.0174
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.75e-06,5.25e-06,14.55,-13.06,1.784,4530000000.0,0.0174
6e-13,3e-13,3e-09,1.14e-08,8e-10,5.75e-06,5.5e-06,14.57,-13.07,1.782,4530000000.0,0.0175
