C,R,WLO,WRF,PowerConsumption,IFVoltageSwing,ConversionGain,NoiseFigure
1.4e-12,400,1.1e-05,2.1e-05,0.00689,0.00343,6.007,8.15
1.4e-12,400,1.1e-05,2.2e-05,0.00689,0.00347,6.103,8.154
1.4e-12,400,1.1e-05,2.3e-05,0.00689,0.00351,6.185,8.164
1.4e-12,400,1.1e-05,2.4e-05,0.00689,0.00352,6.256,8.177
1.4e-12,400,1.1e-05,2.5e-05,0.00688,0.00354,6.317,8.194
1.4e-12,400,1.2e-05,2e-05,0.0069,0.00339,5.871,8.16
1.4e-12,400,1.2e-05,1.5e-05,0.0069,0.00305,5.037,8.284
1.4e-12,400,1.2e-05,1.6e-05,0.0069,0.00314,5.25,8.238
1.4e-12,400,1.2e-05,1.7e-05,0.0069,0.00321,5.437,8.204
1.4e-12,400,1.2e-05,1.8e-05,0.0069,0.00326,5.601,8.181
1.4e-12,400,1.2e-05,1.9e-05,0.0069,0.00334,5.745,8.167
1.4e-12,400,1.2e-05,2.1e-05,0.00689,0.00343,5.981,8.159
1.4e-12,400,1.2e-05,2.2e-05,0.00689,0.00346,6.078,8.163
1.4e-12,400,1.2e-05,2.3e-05,0.00689,0.0035,6.162,8.173
1.4e-12,400,1.2e-05,2.4e-05,0.00689,0.00353,6.234,8.186
1.4e-12,400,1.2e-05,2.5e-05,0.00689,0.00355,6.296,8.202
1.4e-12,400,1.3e-05,2e-05,0.0069,0.00336,5.822,8.172
1.4e-12,400,1.3e-05,1.5e-05,0.00691,0.00306,4.986,8.298
1.4e-12,400,1.3e-05,1.6e-05,0.00691,0.00312,5.2,8.252
1.4e-12,400,1.3e-05,1.7e-05,0.0069,0.00322,5.387,8.218
1.4e-12,400,1.3e-05,1.8e-05,0.0069,0.00326,5.552,8.194
1.4e-12,400,1.3e-05,1.9e-05,0.0069,0.00332,5.696,8.18
1.4e-12,400,1.3e-05,2.1e-05,0.0069,0.00344,5.934,8.171
1.4e-12,400,1.3e-05,2.2e-05,0.00689,0.00345,6.031,8.175
1.4e-12,400,1.3e-05,2.3e-05,0.00689,0.00348,6.115,8.184
1.4e-12,400,1.3e-05,2.4e-05,0.00689,0.00352,6.188,8.196
1.4e-12,400,1.3e-05,2.5e-05,0.00689,0.00356,6.251,8.213
1.4e-12,400,1.4e-05,2e-05,0.0069,0.00333,5.762,8.188
1.4e-12,400,1.4e-05,1.5e-05,0.00691,0.00306,4.925,8.318
1.4e-12,400,1.4e-05,1.6e-05,0.00691,0.00313,5.138,8.271
1.4e-12,400,1.4e-05,1.7e-05,0.00691,0.00319,5.325,8.236
1.4e-12,400,1.4e-05,1.8e-05,0.0069,0.00327,5.49,8.212
1.4e-12,400,1.4e-05,1.9e-05,0.0069,0.00333,5.635,8.196
1.4e-12,400,1.4e-05,2.1e-05,0.0069,0.00341,5.874,8.186
1.4e-12,400,1.4e-05,2.2e-05,0.0069,0.00345,5.971,8.19
1.4e-12,400,1.4e-05,2.3e-05,0.00689,0.00349,6.057,8.198
1.4e-12,400,1.4e-05,2.4e-05,0.00689,0.00351,6.131,8.21
1.4e-12,400,1.4e-05,2.5e-05,0.00689,0.00355,6.194,8.225
1.4e-12,400,1.5e-05,2e-05,0.0069,0.00335,5.698,8.207
1.4e-12,400,1.5e-05,1.5e-05,0.00691,0.00305,4.859,8.342
1.4e-12,400,1.5e-05,1.6e-05,0.00691,0.00311,5.073,8.294
1.4e-12,400,1.5e-05,1.7e-05,0.00691,0.00319,5.261,8.258
1.4e-12,400,1.5e-05,1.8e-05,0.00691,0.00325,5.425,8.233
1.4e-12,400,1.5e-05,1.9e-05,0.0069,0.00332,5.57,8.217
1.4e-12,400,1.5e-05,2.1e-05,0.0069,0.00339,5.81,8.205
1.4e-12,400,1.5e-05,2.2e-05,0.0069,0.00343,5.908,8.207
1.4e-12,400,1.5e-05,2.3e-05,0.00689,0.00347,5.994,8.214
1.4e-12,400,1.5e-05,2.4e-05,0.00689,0.00352,6.068,8.226
1.4e-12,400,1.5e-05,2.5e-05,0.00689,0.00355,6.132,8.24
1.4e-12,425,1e-05,2e-05,0.00667,0.00342,5.987,8.127
1.4e-12,425,1e-05,1.5e-05,0.00668,0.00309,5.167,8.245
1.4e-12,425,1e-05,1.6e-05,0.00668,0.00316,5.378,8.2
1.4e-12,425,1e-05,1.7e-05,0.00668,0.00323,5.562,8.168
1.4e-12,425,1e-05,1.8e-05,0.00668,0.00329,5.723,8.146
1.4e-12,425,1e-05,1.9e-05,0.00668,0.00336,5.864,8.133
1.4e-12,425,1e-05,2.1e-05,0.00667,0.00345,6.094,8.127
1.4e-12,425,1e-05,2.2e-05,0.00667,0.00351,6.188,8.132
1.4e-12,425,1e-05,2.3e-05,0.00667,0.00352,6.268,8.142
1.4e-12,425,1e-05,2.4e-05,0.00667,0.00357,6.337,8.156
1.4e-12,425,1e-05,2.5e-05,0.00666,0.00357,6.395,8.173
1.4e-12,425,5e-06,2e-05,0.00659,0.00333,5.679,8.116
1.4e-12,425,5e-06,1.5e-05,0.0066,0.00304,4.927,8.216
1.4e-12,425,5e-06,1.6e-05,0.0066,0.00312,5.125,8.175
1.4e-12,425,5e-06,1.7e-05,0.0066,0.00318,5.295,8.146
1.4e-12,425,5e-06,1.8e-05,0.0066,0.00325,5.443,8.128
1.4e-12,425,5e-06,1.9e-05,0.0066,0.00329,5.57,8.118
1.4e-12,425,5e-06,2.1e-05,0.00659,0.00339,5.771,8.12
1.4e-12,425,5e-06,2.2e-05,0.00659,0.00341,5.85,8.129
1.4e-12,425,5e-06,2.3e-05,0.00659,0.00343,5.915,8.143
1.4e-12,425,5e-06,2.4e-05,0.00658,0.00345,5.967,8.161
1.4e-12,425,5e-06,2.5e-05,0.00658,0.00349,6.009,8.183
1.4e-12,425,6e-06,2e-05,0.00663,0.00338,5.797,8.108
1.4e-12,425,6e-06,1.5e-05,0.00663,0.00307,5.026,8.213
1.4e-12,425,6e-06,1.6e-05,0.00663,0.00314,5.227,8.171
1.4e-12,425,6e-06,1.7e-05,0.00663,0.00321,5.402,8.142
1.4e-12,425,6e-06,1.8e-05,0.00663,0.00328,5.553,8.122
1.4e-12,425,6e-06,1.9e-05,0.00663,0.00333,5.684,8.112
1.4e-12,425,6e-06,2.1e-05,0.00662,0.00341,5.894,8.111
1.4e-12,425,6e-06,2.2e-05,0.00662,0.00346,5.977,8.119
1.4e-12,425,6e-06,2.3e-05,0.00662,0.00348,6.046,8.132
1.4e-12,425,6e-06,2.4e-05,0.00662,0.00351,6.104,8.148
1.4e-12,425,6e-06,2.5e-05,0.00662,0.00353,6.151,8.169
1.4e-12,425,7e-06,2e-05,0.00665,0.0034,5.877,8.109
1.4e-12,425,7e-06,1.5e-05,0.00665,0.00309,5.09,8.218
1.4e-12,425,7e-06,1.6e-05,0.00665,0.00316,5.294,8.176
1.4e-12,425,7e-06,1.7e-05,0.00665,0.00323,5.472,8.145
1.4e-12,425,7e-06,1.8e-05,0.00665,0.0033,5.627,8.125
1.4e-12,425,7e-06,1.9e-05,0.00665,0.00334,5.761,8.114
1.4e-12,425,7e-06,2.1e-05,0.00664,0.00343,5.978,8.111
1.4e-12,425,7e-06,2.2e-05,0.00664,0.00347,6.064,8.118
1.4e-12,425,7e-06,2.3e-05,0.00664,0.00352,6.137,8.13
1.4e-12,425,7e-06,2.4e-05,0.00664,0.00354,6.198,8.145
1.4e-12,425,7e-06,2.5e-05,0.00664,0.00356,6.248,8.164
1.4e-12,425,8e-06,2e-05,0.00666,0.00341,5.934,8.114
1.4e-12,425,8e-06,1.5e-05,0.00666,0.0031,5.133,8.226
1.4e-12,425,8e-06,1.6e-05,0.00666,0.00317,5.34,8.183
1.4e-12,425,8e-06,1.7e-05,0.00666,0.00325,5.521,8.152
1.4e-12,425,8e-06,1.8e-05,0.00666,0.0033,5.678,8.132
1.4e-12,425,8e-06,1.9e-05,0.00666,0.00336,5.815,8.119
1.4e-12,425,8e-06,2.1e-05,0.00666,0.00345,6.037,8.115
1.4e-12,425,8e-06,2.2e-05,0.00666,0.00349,6.126,8.121
1.4e-12,425,8e-06,2.3e-05,0.00665,0.00352,6.202,8.132
1.4e-12,425,8e-06,2.4e-05,0.00665,0.00355,6.266,8.147
1.4e-12,425,8e-06,2.5e-05,0.00665,0.00358,6.319,8.165
1.4e-12,425,9e-06,2e-05,0.00667,0.00342,5.972,8.12
1.4e-12,425,9e-06,1.5e-05,0.00667,0.00309,5.161,8.236
1.4e-12,425,9e-06,1.6e-05,0.00667,0.00318,5.37,8.192
1.4e-12,425,9e-06,1.7e-05,0.00667,0.00324,5.552,8.16
1.4e-12,425,9e-06,1.8e-05,0.00667,0.0033,5.711,8.139
1.4e-12,425,9e-06,1.9e-05,0.00667,0.00336,5.85,8.126
1.4e-12,425,9e-06,2.1e-05,0.00667,0.00344,6.077,8.121
1.4e-12,425,9e-06,2.2e-05,0.00666,0.00348,6.168,8.126
1.4e-12,425,9e-06,2.3e-05,0.00666,0.00352,6.247,8.136
1.4e-12,425,9e-06,2.4e-05,0.00666,0.00356,6.313,8.151
1.4e-12,425,9e-06,2.5e-05,0.00666,0.00356,6.369,8.168
1.4e-12,425,1.1e-05,2e-05,0.00668,0.00341,5.975,8.134
1.4e-12,425,1.1e-05,1.5e-05,0.00668,0.00309,5.149,8.253
1.4e-12,425,1.1e-05,1.6e-05,0.00668,0.00316,5.361,8.209
1.4e-12,425,1.1e-05,1.7e-05,0.00668,0.00324,5.546,8.176
1.4e-12,425,1.1e-05,1.8e-05,0.00668,0.00331,5.708,8.154
1.4e-12,425,1.1e-05,1.9e-05,0.00668,0.00336,5.851,8.14
1.4e-12,425,1.1e-05,2.1e-05,0.00668,0.00346,6.084,8.134
1.4e-12,425,1.1e-05,2.2e-05,0.00667,0.00349,6.179,8.139
1.4e-12,425,1.1e-05,2.3e-05,0.00667,0.00354,6.261,8.149
1.4e-12,425,1.1e-05,2.4e-05,0.00667,0.00355,6.332,8.163
1.4e-12,425,1.1e-05,2.5e-05,0.00667,0.00358,6.392,8.18
1.4e-12,425,1.2e-05,2e-05,0.00668,0.00342,5.939,8.144
1.4e-12,425,1.2e-05,1.5e-05,0.00669,0.00309,5.108,8.264
1.4e-12,425,1.2e-05,1.6e-05,0.00669,0.00316,5.321,8.219
1.4e-12,425,1.2e-05,1.7e-05,0.00669,0.00325,5.507,8.186
1.4e-12,425,1.2e-05,1.8e-05,0.00668,0.0033,5.67,8.164
1.4e-12,425,1.2e-05,1.9e-05,0.00668,0.00336,5.814,8.15
1.4e-12,425,1.2e-05,2.1e-05,0.00668,0.00345,6.049,8.143
1.4e-12,425,1.2e-05,2.2e-05,0.00668,0.0035,6.145,8.148
1.4e-12,425,1.2e-05,2.3e-05,0.00667,0.00353,6.228,8.158
1.4e-12,425,1.2e-05,2.4e-05,0.00667,0.00356,6.3,8.171
1.4e-12,425,1.2e-05,2.5e-05,0.00667,0.0036,6.361,8.188
1.4e-12,425,1.3e-05,2e-05,0.00668,0.0034,5.887,8.157
1.4e-12,425,1.3e-05,1.5e-05,0.00669,0.00309,5.055,8.279
1.4e-12,425,1.3e-05,1.6e-05,0.00669,0.00317,5.267,8.234
1.4e-12,425,1.3e-05,1.7e-05,0.00669,0.00325,5.454,8.201
1.4e-12,425,1.3e-05,1.8e-05,0.00669,0.00329,5.617,8.178
1.4e-12,425,1.3e-05,1.9e-05,0.00668,0.00334,5.761,8.164
1.4e-12,425,1.3e-05,2.1e-05,0.00668,0.00344,5.998,8.156
1.4e-12,425,1.3e-05,2.2e-05,0.00668,0.00348,6.094,8.161
1.4e-12,425,1.3e-05,2.3e-05,0.00667,0.00352,6.178,8.17
1.4e-12,425,1.3e-05,2.4e-05,0.00667,0.00353,6.25,8.183
1.4e-12,425,1.3e-05,2.5e-05,0.00667,0.00358,6.312,8.199
1.4e-12,425,1.4e-05,2e-05,0.00668,0.00339,5.827,8.174
1.4e-12,425,1.4e-05,1.5e-05,0.00669,0.00308,4.992,8.3
1.4e-12,425,1.4e-05,1.6e-05,0.00669,0.00316,5.205,8.254
1.4e-12,425,1.4e-05,1.7e-05,0.00669,0.00322,5.392,8.22
1.4e-12,425,1.4e-05,1.8e-05,0.00669,0.00328,5.556,8.197
1.4e-12,425,1.4e-05,1.9e-05,0.00669,0.00335,5.7,8.182
1.4e-12,425,1.4e-05,2.1e-05,0.00668,0.00343,5.938,8.173
1.4e-12,425,1.4e-05,2.2e-05,0.00668,0.00347,6.035,8.177
1.4e-12,425,1.4e-05,2.3e-05,0.00668,0.00353,6.12,8.185
1.4e-12,425,1.4e-05,2.4e-05,0.00667,0.00354,6.193,8.197
1.4e-12,425,1.4e-05,2.5e-05,0.00667,0.00359,6.255,8.213
1.4e-12,425,1.5e-05,2e-05,0.00668,0.00339,5.765,8.195
1.4e-12,425,1.5e-05,1.5e-05,0.00669,0.00307,4.929,8.326
1.4e-12,425,1.5e-05,1.6e-05,0.00669,0.00316,5.143,8.279
1.4e-12,425,1.5e-05,1.7e-05,0.00669,0.00323,5.33,8.244
1.4e-12,425,1.5e-05,1.8e-05,0.00669,0.00329,5.494,8.219
1.4e-12,425,1.5e-05,1.9e-05,0.00669,0.00336,5.638,8.203
1.4e-12,425,1.5e-05,2.1e-05,0.00668,0.00344,5.877,8.192
1.4e-12,425,1.5e-05,2.2e-05,0.00668,0.00348,5.974,8.195
1.4e-12,425,1.5e-05,2.3e-05,0.00668,0.00352,6.059,8.203
1.4e-12,425,1.5e-05,2.4e-05,0.00667,0.00355,6.133,8.214
1.4e-12,425,1.5e-05,2.5e-05,0.00667,0.00358,6.196,8.229
1.4e-12,450,1e-05,2e-05,0.00647,0.00343,6.057,8.113
1.4e-12,450,1e-05,1.5e-05,0.00648,0.0031,5.239,8.227
1.4e-12,450,1e-05,1.6e-05,0.00648,0.00319,5.45,8.183
1.4e-12,450,1e-05,1.7e-05,0.00648,0.00327,5.633,8.152
1.4e-12,450,1e-05,1.8e-05,0.00648,0.00332,5.794,8.131
1.4e-12,450,1e-05,1.9e-05,0.00647,0.00338,5.934,8.119
1.4e-12,450,1e-05,2.1e-05,0.00647,0.00348,6.164,8.114
1.4e-12,450,1e-05,2.2e-05,0.00647,0.00353,6.257,8.119
1.4e-12,450,1e-05,2.3e-05,0.00647,0.00357,6.337,8.13
1.4e-12,450,1e-05,2.4e-05,0.00646,0.00359,6.405,8.144
1.4e-12,450,1e-05,2.5e-05,0.00646,0.0036,6.463,8.162
1.4e-12,450,5e-06,2e-05,0.0064,0.00336,5.762,8.099
1.4e-12,450,5e-06,1.5e-05,0.0064,0.00307,5.011,8.196
1.4e-12,450,5e-06,1.6e-05,0.0064,0.00314,5.209,8.156
1.4e-12,450,5e-06,1.7e-05,0.0064,0.00321,5.379,8.128
1.4e-12,450,5e-06,1.8e-05,0.0064,0.00327,5.527,8.11
1.4e-12,450,5e-06,1.9e-05,0.0064,0.00332,5.653,8.101
1.4e-12,450,5e-06,2.1e-05,0.00639,0.00339,5.854,8.103
1.4e-12,450,5e-06,2.2e-05,0.00639,0.00343,5.932,8.113
1.4e-12,450,5e-06,2.3e-05,0.00639,0.00346,5.997,8.128
1.4e-12,450,5e-06,2.4e-05,0.00639,0.00349,6.049,8.146
1.4e-12,450,5e-06,2.5e-05,0.00639,0.00349,6.091,8.169
1.4e-12,450,6e-06,2e-05,0.00643,0.0034,5.88,8.093
1.4e-12,450,6e-06,1.5e-05,0.00643,0.00309,5.109,8.194
1.4e-12,450,6e-06,1.6e-05,0.00643,0.00318,5.311,8.153
1.4e-12,450,6e-06,1.7e-05,0.00643,0.00324,5.485,8.124
1.4e-12,450,6e-06,1.8e-05,0.00643,0.0033,5.636,8.106
1.4e-12,450,6e-06,1.9e-05,0.00643,0.00335,5.767,8.096
1.4e-12,450,6e-06,2.1e-05,0.00643,0.00344,5.977,8.096
1.4e-12,450,6e-06,2.2e-05,0.00642,0.00347,6.059,8.104
1.4e-12,450,6e-06,2.3e-05,0.00642,0.0035,6.128,8.118
1.4e-12,450,6e-06,2.4e-05,0.00642,0.00352,6.185,8.135
1.4e-12,450,6e-06,2.5e-05,0.00642,0.00355,6.232,8.155
1.4e-12,450,7e-06,2e-05,0.00645,0.00342,5.961,8.095
1.4e-12,450,7e-06,1.5e-05,0.00645,0.00311,5.175,8.2
1.4e-12,450,7e-06,1.6e-05,0.00645,0.00319,5.379,8.158
1.4e-12,450,7e-06,1.7e-05,0.00645,0.00326,5.557,8.129
1.4e-12,450,7e-06,1.8e-05,0.00645,0.00332,5.711,8.11
1.4e-12,450,7e-06,1.9e-05,0.00645,0.00337,5.845,8.099
1.4e-12,450,7e-06,2.1e-05,0.00644,0.00346,6.061,8.097
1.4e-12,450,7e-06,2.2e-05,0.00644,0.0035,6.147,8.105
1.4e-12,450,7e-06,2.3e-05,0.00644,0.00353,6.22,8.117
1.4e-12,450,7e-06,2.4e-05,0.00644,0.00355,6.281,8.133
1.4e-12,450,7e-06,2.5e-05,0.00644,0.00357,6.33,8.152
1.4e-12,450,8e-06,2e-05,0.00646,0.00344,6.017,8.1
1.4e-12,450,8e-06,1.5e-05,0.00646,0.00312,5.218,8.209
1.4e-12,450,8e-06,1.6e-05,0.00646,0.00319,5.424,8.167
1.4e-12,450,8e-06,1.7e-05,0.00646,0.00326,5.605,8.137
1.4e-12,450,8e-06,1.8e-05,0.00646,0.00332,5.762,8.116
1.4e-12,450,8e-06,1.9e-05,0.00646,0.00338,5.899,8.105
1.4e-12,450,8e-06,2.1e-05,0.00646,0.00347,6.12,8.102
1.4e-12,450,8e-06,2.2e-05,0.00646,0.00352,6.209,8.108
1.4e-12,450,8e-06,2.3e-05,0.00645,0.00355,6.284,8.119
1.4e-12,450,8e-06,2.4e-05,0.00645,0.00356,6.348,8.135
1.4e-12,450,8e-06,2.5e-05,0.00645,0.0036,6.401,8.153
1.4e-12,450,9e-06,2e-05,0.00647,0.00343,6.051,8.106
1.4e-12,450,9e-06,1.5e-05,0.00647,0.00312,5.241,8.218
1.4e-12,450,9e-06,1.6e-05,0.00647,0.00319,5.449,8.175
1.4e-12,450,9e-06,1.7e-05,0.00647,0.00327,5.632,8.145
1.4e-12,450,9e-06,1.8e-05,0.00647,0.00334,5.791,8.124
1.4e-12,450,9e-06,1.9e-05,0.00647,0.00339,5.93,8.112
1.4e-12,450,9e-06,2.1e-05,0.00646,0.00349,6.156,8.107
1.4e-12,450,9e-06,2.2e-05,0.00646,0.00352,6.247,8.113
1.4e-12,450,9e-06,2.3e-05,0.00646,0.00354,6.325,8.124
1.4e-12,450,9e-06,2.4e-05,0.00646,0.00358,6.391,8.139
1.4e-12,450,9e-06,2.5e-05,0.00646,0.00362,6.447,8.157
1.4e-12,450,1.1e-05,2e-05,0.00648,0.00346,6.036,8.12
1.4e-12,450,1.1e-05,1.5e-05,0.00648,0.00313,5.212,8.235
1.4e-12,450,1.1e-05,1.6e-05,0.00648,0.0032,5.423,8.192
1.4e-12,450,1.1e-05,1.7e-05,0.00648,0.00327,5.608,8.16
1.4e-12,450,1.1e-05,1.8e-05,0.00648,0.00332,5.77,8.139
1.4e-12,450,1.1e-05,1.9e-05,0.00648,0.00338,5.912,8.126
1.4e-12,450,1.1e-05,2.1e-05,0.00647,0.0035,6.145,8.12
1.4e-12,450,1.1e-05,2.2e-05,0.00647,0.00352,6.239,8.126
1.4e-12,450,1.1e-05,2.3e-05,0.00647,0.00356,6.321,8.136
1.4e-12,450,1.1e-05,2.4e-05,0.00647,0.00358,6.391,8.15
1.4e-12,450,1.1e-05,2.5e-05,0.00646,0.0036,6.45,8.168
1.4e-12,450,1.2e-05,2e-05,0.00648,0.00345,5.995,8.13
1.4e-12,450,1.2e-05,1.5e-05,0.00649,0.00312,5.166,8.247
1.4e-12,450,1.2e-05,1.6e-05,0.00649,0.0032,5.378,8.203
1.4e-12,450,1.2e-05,1.7e-05,0.00648,0.00327,5.564,8.171
1.4e-12,450,1.2e-05,1.8e-05,0.00648,0.00335,5.727,8.149
1.4e-12,450,1.2e-05,1.9e-05,0.00648,0.00338,5.869,8.136
1.4e-12,450,1.2e-05,2.1e-05,0.00648,0.00348,6.104,8.13
1.4e-12,450,1.2e-05,2.2e-05,0.00647,0.00351,6.199,8.136
1.4e-12,450,1.2e-05,2.3e-05,0.00647,0.00355,6.282,8.146
1.4e-12,450,1.2e-05,2.4e-05,0.00647,0.00359,6.353,8.159
1.4e-12,450,1.2e-05,2.5e-05,0.00647,0.00361,6.413,8.177
1.4e-12,450,1.3e-05,2e-05,0.00648,0.00344,5.941,8.144
1.4e-12,450,1.3e-05,1.5e-05,0.00649,0.00312,5.111,8.264
1.4e-12,450,1.3e-05,1.6e-05,0.00649,0.0032,5.323,8.219
1.4e-12,450,1.3e-05,1.7e-05,0.00649,0.00328,5.509,8.187
1.4e-12,450,1.3e-05,1.8e-05,0.00648,0.00334,5.672,8.164
1.4e-12,450,1.3e-05,1.9e-05,0.00648,0.00337,5.815,8.151
1.4e-12,450,1.3e-05,2.1e-05,0.00648,0.00347,6.051,8.144
1.4e-12,450,1.3e-05,2.2e-05,0.00647,0.00353,6.147,8.149
1.4e-12,450,1.3e-05,2.3e-05,0.00647,0.00354,6.23,8.158
1.4e-12,450,1.3e-05,2.4e-05,0.00647,0.00358,6.302,8.172
1.4e-12,450,1.3e-05,2.5e-05,0.00647,0.00361,6.363,8.188
1.4e-12,450,1.4e-05,2e-05,0.00648,0.00343,5.882,8.163
1.4e-12,450,1.4e-05,1.5e-05,0.00649,0.00312,5.05,8.286
1.4e-12,450,1.4e-05,1.6e-05,0.00649,0.00321,5.263,8.241
1.4e-12,450,1.4e-05,1.7e-05,0.00649,0.00327,5.449,8.208
1.4e-12,450,1.4e-05,1.8e-05,0.00649,0.00333,5.612,8.185
1.4e-12,450,1.4e-05,1.9e-05,0.00648,0.00337,5.756,8.17
1.4e-12,450,1.4e-05,2.1e-05,0.00648,0.00345,5.992,8.162
1.4e-12,450,1.4e-05,2.2e-05,0.00648,0.0035,6.089,8.166
1.4e-12,450,1.4e-05,2.3e-05,0.00647,0.00353,6.173,8.175
1.4e-12,450,1.4e-05,2.4e-05,0.00647,0.00358,6.245,8.187
1.4e-12,450,1.4e-05,2.5e-05,0.00647,0.00359,6.307,8.203
1.4e-12,450,1.5e-05,2e-05,0.00648,0.00339,5.823,8.184
1.4e-12,450,1.5e-05,1.5e-05,0.00649,0.00312,4.99,8.314
1.4e-12,450,1.5e-05,1.6e-05,0.00649,0.00319,5.203,8.267
1.4e-12,450,1.5e-05,1.7e-05,0.00649,0.00326,5.389,8.232
1.4e-12,450,1.5e-05,1.8e-05,0.00649,0.0033,5.553,8.208
1.4e-12,450,1.5e-05,1.9e-05,0.00648,0.00336,5.697,8.193
1.4e-12,450,1.5e-05,2.1e-05,0.00648,0.00345,5.934,8.182
1.4e-12,450,1.5e-05,2.2e-05,0.00648,0.00349,6.031,8.186
1.4e-12,450,1.5e-05,2.3e-05,0.00647,0.00353,6.115,8.193
1.4e-12,450,1.5e-05,2.4e-05,0.00647,0.00357,6.188,8.205
1.4e-12,450,1.5e-05,2.5e-05,0.00647,0.0036,6.25,8.221
1.4e-12,475,1e-05,2e-05,0.00628,0.00346,6.113,8.101
1.4e-12,475,1e-05,1.5e-05,0.00629,0.00315,5.297,8.211
1.4e-12,475,1e-05,1.6e-05,0.00629,0.00321,5.507,8.169
1.4e-12,475,1e-05,1.7e-05,0.00629,0.00331,5.69,8.138
1.4e-12,475,1e-05,1.8e-05,0.00629,0.00336,5.85,8.118
1.4e-12,475,1e-05,1.9e-05,0.00629,0.0034,5.99,8.106
1.4e-12,475,1e-05,2.1e-05,0.00628,0.00351,6.219,8.102
1.4e-12,475,1e-05,2.2e-05,0.00628,0.00355,6.312,8.108
1.4e-12,475,1e-05,2.3e-05,0.00628,0.00357,6.391,8.119
1.4e-12,475,1e-05,2.4e-05,0.00627,0.00359,6.459,8.133
1.4e-12,475,1e-05,2.5e-05,0.00627,0.00363,6.516,8.152
1.4e-12,475,5e-06,2e-05,0.00621,0.00339,5.843,8.083
1.4e-12,475,5e-06,1.5e-05,0.00622,0.00309,5.092,8.177
1.4e-12,475,5e-06,1.6e-05,0.00622,0.00317,5.29,8.138
1.4e-12,475,5e-06,1.7e-05,0.00622,0.00322,5.46,8.11
1.4e-12,475,5e-06,1.8e-05,0.00622,0.00328,5.607,8.093
1.4e-12,475,5e-06,1.9e-05,0.00622,0.00334,5.734,8.084
1.4e-12,475,5e-06,2.1e-05,0.00621,0.00343,5.935,8.088
1.4e-12,475,5e-06,2.2e-05,0.00621,0.00346,6.012,8.098
1.4e-12,475,5e-06,2.3e-05,0.00621,0.00349,6.077,8.113
1.4e-12,475,5e-06,2.4e-05,0.0062,0.0035,6.129,8.132
1.4e-12,475,5e-06,2.5e-05,0.0062,0.00353,6.17,8.155
1.4e-12,475,6e-06,2e-05,0.00624,0.00342,5.954,8.079
1.4e-12,475,6e-06,1.5e-05,0.00625,0.00312,5.184,8.178
1.4e-12,475,6e-06,1.6e-05,0.00625,0.00319,5.385,8.137
1.4e-12,475,6e-06,1.7e-05,0.00625,0.00326,5.559,8.109
1.4e-12,475,6e-06,1.8e-05,0.00625,0.00332,5.711,8.091
1.4e-12,475,6e-06,1.9e-05,0.00624,0.00338,5.841,8.082
1.4e-12,475,6e-06,2.1e-05,0.00624,0.00346,6.05,8.083
1.4e-12,475,6e-06,2.2e-05,0.00624,0.0035,6.132,8.092
1.4e-12,475,6e-06,2.3e-05,0.00624,0.00353,6.201,8.105
1.4e-12,475,6e-06,2.4e-05,0.00623,0.00355,6.258,8.123
1.4e-12,475,6e-06,2.5e-05,0.00623,0.00358,6.304,8.144
1.4e-12,475,7e-06,2e-05,0.00626,0.00344,6.033,8.082
1.4e-12,475,7e-06,1.5e-05,0.00627,0.00313,5.248,8.184
1.4e-12,475,7e-06,1.6e-05,0.00627,0.00321,5.452,8.143
1.4e-12,475,7e-06,1.7e-05,0.00626,0.00329,5.629,8.115
1.4e-12,475,7e-06,1.8e-05,0.00626,0.00334,5.784,8.096
1.4e-12,475,7e-06,1.9e-05,0.00626,0.0034,5.917,8.086
1.4e-12,475,7e-06,2.1e-05,0.00626,0.00348,6.133,8.085
1.4e-12,475,7e-06,2.2e-05,0.00626,0.00352,6.219,8.093
1.4e-12,475,7e-06,2.3e-05,0.00625,0.00355,6.291,8.105
1.4e-12,475,7e-06,2.4e-05,0.00625,0.00357,6.352,8.122
1.4e-12,475,7e-06,2.5e-05,0.00625,0.0036,6.401,8.141
1.4e-12,475,8e-06,2e-05,0.00627,0.00345,6.087,8.088
1.4e-12,475,8e-06,1.5e-05,0.00628,0.00313,5.288,8.193
1.4e-12,475,8e-06,1.6e-05,0.00628,0.00321,5.495,8.152
1.4e-12,475,8e-06,1.7e-05,0.00628,0.00328,5.675,8.123
1.4e-12,475,8e-06,1.8e-05,0.00627,0.00334,5.832,8.103
1.4e-12,475,8e-06,1.9e-05,0.00627,0.0034,5.968,8.092
1.4e-12,475,8e-06,2.1e-05,0.00627,0.00351,6.19,8.09
1.4e-12,475,8e-06,2.2e-05,0.00627,0.00354,6.278,8.097
1.4e-12,475,8e-06,2.3e-05,0.00627,0.00358,6.353,8.109
1.4e-12,475,8e-06,2.4e-05,0.00626,0.00357,6.416,8.124
1.4e-12,475,8e-06,2.5e-05,0.00626,0.00362,6.469,8.143
1.4e-12,475,9e-06,2e-05,0.00628,0.00345,6.114,8.095
1.4e-12,475,9e-06,1.5e-05,0.00629,0.00313,5.306,8.203
1.4e-12,475,9e-06,1.6e-05,0.00629,0.00322,5.514,8.161
1.4e-12,475,9e-06,1.7e-05,0.00628,0.00329,5.696,8.131
1.4e-12,475,9e-06,1.8e-05,0.00628,0.00335,5.855,8.111
